"timestamp","type","user","method","url","ip","description"
"2025-05-26 09:35:01","PROXY","hazem.younis","POST","http://10.0.0.1:8080/admin","IP:10.10.12.62","Connexion sans User-Agent détectée"
"2025-05-26 09:36:24","PROXY","hala.sharif","GET","http://phish-links.net/credentials","IP:10.10.12.27","Requête sortante bloquée"
"2025-05-26 09:37:57","PROXY","mohamed.sharif","POST","https://profile.um6p.ma/edit","IP:10.10.12.137","Navigation vers site de partage interdit"
"2025-05-26 09:38:06","PROXY","yasmin.abdulrahman","GET","http://ad.um6p.ma/sync","IP:10.10.12.78","Échec accès, utilisateur inconnu"
"2025-05-26 09:39:32","PROXY","ali.mostafa","POST","http://10.10.10.10:9000/devops","IP:10.10.12.8","Requête redondante sur même endpoint"
"2025-05-26 09:40:15","PROXY","ahmed.nafih","GET","http://data.leak.org/um6p.db","IP:10.10.12.150","Connexion simultanée depuis plusieurs pays"
"2025-05-26 09:41:02","PROXY","fahim.aljaber","GET","http://portal.um6p.ma/grades","IP:10.10.12.99","Lien contenu dans email suspect"
"2025-05-26 09:42:19","PROXY","mohamed.sharif","GET","http://suspicious-mirror.com/download.exe","IP:10.10.12.137","Échec de vérification d'identité"
"2025-05-26 09:43:10","PROXY","fahd.saadi","POST","http://social-engineering.org/um6p_login","IP:10.10.12.50","Accès refusé - domaine blacklisté"
"2025-05-26 09:44:44","PROXY","ibrahim.hamed","POST","http://helpdesk.um6p.ma/reset-password","IP:10.10.12.16","Exfiltration de données possible"
"2025-05-26 09:45:33","PROXY","sami.jaber","GET","http://blacklist-checker.net/um6p","IP:10.10.12.65","Domaine non blacklisté - accès autorisé"
"2025-05-26 09:46:03","PROXY","samah.fahmi","POST","http://internal.dev.um6p.ma/debug","IP:10.10.12.143","Requête redondante sur même endpoint"
"2025-05-26 09:47:24","PROXY","muna.bakr","POST","http://mail.um6p.ma/webmail","IP:10.10.12.23","URL contenue dans courriel suspect"
"2025-05-26 09:48:54","PROXY","rashid.nour","GET","http://phishing-expert.net/verify","IP:10.10.12.109","Fichier exécutable détecté"
"2025-05-26 09:49:05","PROXY","nidaa.farouk","POST","http://server01.um6p.ma:443/dashboard","IP:10.10.12.90","Connexion manuelle confirmée"
"2025-05-26 09:50:17","PROXY","omar.fahad","GET","https://monitoring.um6p.ma/grafana","IP:10.10.12.6","Upload de données détecté"
"2025-05-26 09:51:14","PROXY","basim.zahran","POST","http://ceo-fake.company.org","IP:10.10.12.69","URL classée dans catégorie interdite"
"2025-05-26 09:52:34","PROXY","omar.hakim","GET","http://um6p-ma-reporting.internal.net","IP:10.10.12.28","Session suspecte identifiée"
"2025-05-26 09:53:35","PROXY","samir.alhassan","POST","https://github.com/um6p/internship2025","IP:10.10.12.29","Tentative d'accès externe non autorisé"
"2025-05-26 09:54:02","PROXY","dina.rashid","POST","https://training.um6p.ma/videos/lecture1","IP:10.10.12.84","Accès autorisé - utilisateur validé"
"2025-05-26 09:55:27","PROXY","kalil.hakim","POST","http://unusual-traffic.com/redirect","IP:10.10.12.115","Tentative d'accès au panneau d'administration"
"2025-05-26 09:56:51","PROXY","habib.mahfouz","GET","http://notepad.download.com/plugin.exe","IP:10.10.12.118","Proxy chain détecté"
"2025-05-26 09:57:18","PROXY","rana.azzam","GET","http://lab.um6p.ma/experiments","IP:10.10.12.25","Requête vers domaine anonyme"
"2025-05-26 09:58:09","PROXY","ghassan.sharif","GET","http://internal-portal.um6p.ma/announcements","IP:10.10.12.77","Protocole anormal utilisé pour POST"
"2025-05-26 09:59:32","PROXY","zain.ghazal","POST","http://fw-log.um6p.ma/download","IP:10.10.12.97","Signature de phishing connue détectée"
"2025-05-26 10:00:25","PROXY","samar.ridha","POST","http://10.0.1.45/api/info","IP:10.10.12.152","Blocage automatique activé"
"2025-05-26 10:01:10","PROXY","amina.talal","GET","http://malicious-domain.ru/steal.php","IP:10.10.12.35","Échec authentification AD"
"2025-05-26 10:02:54","PROXY","omar.fahad","GET","http://um6p.lan/security/patch","IP:10.10.12.6","Changement d'adresse IP détecté"
"2025-05-26 10:03:24","PROXY","youssef.khalil","POST","https://github.com/um6p/internship2025","IP:10.10.12.4","Connexion depuis IP Tor"
"2025-05-26 10:04:08","PROXY","raihan.abdul","POST","http://lab.um6p.ma/experiments","IP:10.10.12.102","Accès légitime"
"2025-05-26 10:05:13","PROXY","habib.mahfouz","POST","http://ransomserver.tor/payload","IP:10.10.12.118","Upload de données détecté"
"2025-05-26 10:06:02","PROXY","sami.jaber","POST","http://git.um6p.ma/commit/hash","IP:10.10.12.65","Redirection vers site de phishing"
"2025-05-26 10:07:57","PROXY","wajih.alhassan","GET","http://10.10.14.22:8081/admin/config","IP:10.10.12.148","Requête sortante bloquée"
"2025-05-26 10:08:53","PROXY","karim.faraj","POST","https://api.um6p.ma/data/submit","IP:10.10.12.85","Activité suspecte sur poste utilisateur"
"2025-05-26 10:09:34","PROXY","abdulrahman.karim","POST","http://server01.um6p.ma:443/dashboard","IP:10.10.12.58","Demande de ressource interne depuis IP externe"
"2025-05-26 10:10:23","PROXY","omar.fahad","GET","https://um6p.ma/resources/css/style.css","IP:10.10.12.6","Trafic normal"
"2025-05-26 10:11:14","PROXY","zahra.mahdi","POST","http://finance.um6p.ma/reports/q2","IP:10.10.12.37","Fichier exécutable détecté"
"2025-05-26 10:12:39","PROXY","khalifa.mahmoud","GET","http://gitlab.um6p.ma/projectX/commit","IP:10.10.12.103","Changement d'adresse IP détecté"
"2025-05-26 10:13:58","PROXY","samir.alhassan","POST","http://gitlab.um6p.ma/projectX/commit","IP:10.10.12.29","Utilisation de port non standard détectée"
"2025-05-26 10:14:06","PROXY","jamila.kamal","GET","http://external-storage.com/download/manual.pdf","IP:10.10.12.140","Accès autorisé - utilisateur validé"
"2025-05-26 10:15:10","PROXY","amina.talal","POST","http://10.10.10.10:9000/devops","IP:10.10.12.35","Accès légitime"
"2025-05-26 10:16:57","PROXY","sami.jaber","GET","http://um6p.backup.local/restore","IP:10.10.12.65","Upload de données détecté"
"2025-05-26 10:17:55","PROXY","wael.abdulrahim","POST","http://vpn.um6p.ma/logout","IP:10.10.12.74","Échec de vérification d'identité"
"2025-05-26 10:18:09","PROXY","samah.abdelfattah","POST","http://mail.um6p.ma/webmail","IP:10.10.12.54","Connexion vers URL inconnue"
"2025-05-26 10:19:20","PROXY","jamal.alfaraj","GET","http://phish-zone.com/intranet","IP:10.10.12.17","Session expirée - nouvelle tentative détectée"
"2025-05-26 10:20:22","PROXY","khalifa.mahmoud","POST","http://drive.um6p.ma/private/","IP:10.10.12.103","URL contenue dans courriel suspect"
"2025-05-26 10:21:17","PROXY","ahmed.bakr","GET","http://social-engineering.org/um6p_login","IP:10.10.12.55","Connexion suspecte détectée"
"2025-05-26 10:22:01","PROXY","yasir.khalaf","GET","http://data-internal.um6p.ma/secure/","IP:10.10.12.151","Authentification échouée, mot de passe invalide"
"2025-05-26 10:23:42","PROXY","zain.ghazal","GET","http://portal.um6p.ma/grades","IP:10.10.12.97","Upload de données détecté"
"2025-05-26 10:24:19","PROXY","jafar.mohamed","POST","http://blacklist-checker.net/um6p","IP:10.10.12.94","Redirection vers site de phishing"
"2025-05-26 10:25:03","PROXY","muna.rashid","GET","http://10.10.12.99/cgi-bin/test.cgi","IP:10.10.12.130","Connexion multiple en courte durée"
"2025-05-26 10:26:14","PROXY","ahmed.nafih","GET","http://auth.um6p.ma/2fa","IP:10.10.12.150","Téléversement interdit détecté"
"2025-05-26 10:27:57","PROXY","dalia.karim","GET","http://login.um6p.ma/login.php","IP:10.10.12.145","Requête HTTP avec header modifié"
"2025-05-26 10:28:33","PROXY","zubair.abdulqadir","POST","http://phishing-expert.net/verify","IP:10.10.12.111","Bloqué par firewall"
"2025-05-26 10:29:31","PROXY","mustafa.alraqi","POST","http://notepad.download.com/plugin.exe","IP:10.10.12.41","Domaine récemment enregistré"
"2025-05-26 10:30:47","PROXY","zubair.abdulqadir","GET","http://drive-by-download.org/index.html","IP:10.10.12.111","Signaux de compromission détectés"
"2025-05-26 10:31:41","PROXY","hibah.yusuf","POST","http://fake-um6p-login.org/confirm","IP:10.10.12.138","Requête sortante bloquée"
"2025-05-26 10:32:15","PROXY","shatha.abdallah","GET","https://library.um6p.ma/journals/latest","IP:10.10.12.122","Protocole anormal utilisé pour POST"
"2025-05-26 10:33:34","PROXY","sabir.jarrah","GET","http://um6p.lan/security/patch","IP:10.10.12.117","Session expirée - nouvelle tentative détectée"
"2025-05-26 10:34:39","PROXY","ghassan.sharif","GET","https://cloud.um6p.ma/storage/folder1","IP:10.10.12.77","Téléversement interdit détecté"
"2025-05-26 10:35:47","PROXY","dina.rashid","POST","http://phishing-site.com/login","IP:10.10.12.84","Lien accédé plusieurs fois en quelques secondes"
"2025-05-26 10:36:55","PROXY","rana.azzam","POST","http://external-storage.com/download/manual.pdf","IP:10.10.12.25","Connexion multiple en courte durée"
"2025-05-26 10:37:31","PROXY","zubair.abdulqadir","GET","http://exfiltration.tor/data.zip","IP:10.10.12.111","Requête sortante bloquée"
"2025-05-26 10:38:38","PROXY","jafar.mohamed","GET","http://10.10.12.99/cgi-bin/test.cgi","IP:10.10.12.94","Redirection vers site de phishing"
"2025-05-26 10:39:47","PROXY","jafar.mohamed","GET","https://secure-login.um6p.ma/verify","IP:10.10.12.94","Trafic redirigé vers honeypot"
"2025-05-26 10:40:20","PROXY","samir.alhassan","POST","http://10.0.1.45/api/info","IP:10.10.12.29","Requête HTTP avec header modifié"
"2025-05-26 10:41:54","PROXY","zaki.bahaa","POST","http://dropbox.fake-um6p.com/share","IP:10.10.12.49","Navigation anormale détectée"
"2025-05-26 10:42:19","PROXY","sabir.jarrah","GET","http://um6p-docs-support.com/login","IP:10.10.12.117","Flux interrompu par politique FW"
"2025-05-26 10:43:28","PROXY","yasmin.abdulrahman","POST","http://wiki.um6p.ma/howto/firewall","IP:10.10.12.78","Bloqué par firewall"
"2025-05-26 10:44:28","PROXY","karim.faraj","POST","http://test.internal.lan/dashboard","IP:10.10.12.85","Connexion rapide et répétée au même endpoint"
"2025-05-26 10:45:26","PROXY","shaden.naqib","GET","http://vpn-service.um6p.ma/login","IP:10.10.12.112","Exécution de script JS inconnu"
"2025-05-26 10:46:22","PROXY","lina.hadi","POST","http://spoofed-mail.com/open","IP:10.10.12.134","Connexion depuis IP Tor"
"2025-05-26 10:47:43","PROXY","omar.salem","GET","https://training.um6p.ma/videos/lecture1","IP:10.10.12.89","Suspicion d'activité automatisée"
"2025-05-26 10:48:05","PROXY","hassan.amir","GET","http://external-storage.com/download/manual.pdf","IP:10.10.12.14","Signature de phishing connue détectée"
"2025-05-26 10:49:33","PROXY","samir.alhassan","GET","http://proxy.um6p.ma/logs","IP:10.10.12.29","Connexion via VPN interne"
"2025-05-26 10:50:38","PROXY","bilal.abdelaziz","POST","https://github.com/um6p/internship2025","IP:10.10.12.34","Connexion VPN rejetée"
"2025-05-26 10:51:26","PROXY","habib.mahfouz","GET","http://ext-malicious.net/redir","IP:10.10.12.118","Fichier exécutable détecté"
"2025-05-26 10:52:29","PROXY","basim.zahran","POST","https://um6p.ma/resources/css/style.css","IP:10.10.12.69","Tentative de phishing détectée"
"2025-05-26 10:53:37","PROXY","sabir.jarrah","GET","https://redirect.um6p.ma/page","IP:10.10.12.117","URL encode suspect détecté"
"2025-05-26 10:54:19","PROXY","zayd.abdelrahim","POST","https://docs.um6p.ma/security/guide.pdf","IP:10.10.12.82","Nom de domaine reconnu comme malveillant"
"2025-05-26 10:55:38","PROXY","khaled.nasser","POST","http://gitlab.um6p.ma/projectX/commit","IP:10.10.12.10","Échec de vérification d'identité"
"2025-05-26 10:56:27","PROXY","jihad.abed","POST","http://internal-portal.um6p.ma/announcements","IP:10.10.12.67","Téléchargement de script bloqué"
"2025-05-26 10:57:36","PROXY","nader.alsalem","POST","http://legacy-portal.um6p.ma","IP:10.10.12.76","Fichier exécutable détecté"
"2025-05-26 10:58:11","PROXY","manar.halabi","GET","http://lab.um6p.ma/experiments","IP:10.10.12.100","Tentative d'accès externe non autorisé"
"2025-05-26 10:59:48","PROXY","ahmed.alsayed","GET","http://intranet.um6p.ma/home","IP:10.10.12.1","Signature de phishing connue détectée"
"2025-05-26 11:00:54","PROXY","hamza.karim","GET","http://exfiltration.tor/data.zip","IP:10.10.12.153","Connexion suspecte détectée"
"2025-05-26 11:01:56","PROXY","lamia.bader","POST","http://internal.dev.um6p.ma/debug","IP:10.10.12.75","Navigateur non reconnu"
"2025-05-26 11:02:12","PROXY","hala.sharif","POST","https://training.um6p.ma/videos/lecture1","IP:10.10.12.27","Requête sortante bloquée"
"2025-05-26 11:03:42","PROXY","hamza.karim","POST","https://training.um6p.ma/videos/lecture1","IP:10.10.12.153","Requête suspecte vers CDN externe"
"2025-05-26 11:04:43","PROXY","sara.abdelkarim","POST","http://blacklist-checker.net/um6p","IP:10.10.12.136","Accès autorisé - utilisateur validé"
"2025-05-26 11:05:27","PROXY","kareem.jamal","POST","http://gitlab.um6p.ma/projectX/commit","IP:10.10.12.39","Requête sortante bloquée"
"2025-05-26 11:06:43","PROXY","adil.najjar","POST","http://temp-mail.org/inbox","IP:10.10.12.22","Connexion rapide et répétée au même endpoint"
"2025-05-26 11:07:17","PROXY","mohamed.sharif","GET","http://admanager.um6p.ma/permissions","IP:10.10.12.137","Accès refusé - domaine blacklisté"
"2025-05-26 11:08:03","PROXY","zubair.abdulqadir","POST","http://login.um6p.ma/login.php","IP:10.10.12.111","Connexion validée via double authentification"
"2025-05-26 11:09:10","PROXY","hafsa.mansur","GET","http://compromised-site.ru","IP:10.10.12.128","Proxy chain détecté"
"2025-05-26 11:10:07","PROXY","ahmed.nafih","POST","http://external-storage.com/download/manual.pdf","IP:10.10.12.150","Navigation anormale détectée"
"2025-05-26 11:11:06","PROXY","nidaa.farouk","POST","http://ransomserver.tor/payload","IP:10.10.12.90","Téléchargement de fichier malveillant bloqué"
"2025-05-26 11:12:26","PROXY","yasin.abdelrahman","GET","http://proxy.um6p.ma/logs","IP:10.10.12.26","Signature de malware détectée"
"2025-05-26 11:13:43","PROXY","saif.alqahtani","POST","http://malware-download.com/file.exe","IP:10.10.12.19","Tentative de spoofing réseau"
"2025-05-26 11:14:02","PROXY","adil.azzam","POST","https://assets.um6p.ma/js/core.min.js","IP:10.10.12.127","Redirection vers site de phishing"
"2025-05-26 11:15:54","PROXY","farid.shaheen","POST","https://webmail.um6p.ma/login","IP:10.10.12.24","Utilisateur désactivé a tenté de se connecter"
"2025-05-26 11:16:56","PROXY","yasir.khalaf","GET","http://compromised-site.ru","IP:10.10.12.151","URL classée dans catégorie interdite"
"2025-05-26 11:17:14","PROXY","laila.badran","GET","http://smtp.um6p.ma/outbound","IP:10.10.12.126","Téléchargement autorisé depuis dépôt officiel"
"2025-05-26 11:18:35","PROXY","najwa.bassem","POST","http://git.um6p.ma/commit/hash","IP:10.10.12.44","Connexion à une base de données non sécurisée"
"2025-05-26 11:19:26","PROXY","kareem.jamal","GET","http://dropbox.fake-um6p.com/share","IP:10.10.12.39","Domaine non blacklisté - accès autorisé"
"2025-05-26 11:20:14","PROXY","nisreen.jamal","GET","http://drive-by-download.org/index.html","IP:10.10.12.106","Tentative de spoofing réseau"
"2025-05-26 11:21:14","PROXY","asmaa.rahman","GET","http://um6p-docs-support.com/login","IP:10.10.12.30","Requête HTTP non conforme"
"2025-05-26 11:22:47","PROXY","saif.alqahtani","POST","http://notepad.download.com/plugin.exe","IP:10.10.12.19","Domaine récemment enregistré"
"2025-05-26 11:23:31","PROXY","nadia.abdel","POST","http://fakevpn.um6p.net/connect","IP:10.10.12.95","Contenu malveillant détecté par antivirus"
"2025-05-26 11:24:59","PROXY","fahd.saadi","GET","http://legacy-portal.um6p.ma","IP:10.10.12.50","Domaine récemment enregistré"
"2025-05-26 11:25:33","PROXY","nidaa.farouk","POST","https://monitoring.um6p.ma/grafana","IP:10.10.12.90","Upload de données détecté"
"2025-05-26 11:26:09","PROXY","adil.azzam","GET","http://updates.um6p.ma/windows/patch1","IP:10.10.12.127","URL encode suspect détecté"
"2025-05-26 11:27:42","PROXY","adil.azzam","POST","https://student.um6p.ma/submit","IP:10.10.12.127","Trafic normal"
"2025-05-26 11:28:49","PROXY","alaa.salem","POST","https://monitoring.um6p.ma/grafana","IP:10.10.12.56","Connexion sécurisée"
"2025-05-26 11:29:39","PROXY","khaled.nasser","GET","https://api.um6p.ma/data/submit","IP:10.10.12.10","Navigation vers site de partage interdit"
"2025-05-26 11:30:17","PROXY","younes.abdullah","GET","http://internal.dev.um6p.ma/debug","IP:10.10.12.144","Téléversement interdit détecté"
"2025-05-26 11:31:13","PROXY","kalil.hakim","POST","http://cdn.um6p.ma/js/app.js","IP:10.10.12.115","Accès légitime"
"2025-05-26 11:32:15","PROXY","zahra.mahdi","GET","http://admanager.um6p.ma/permissions","IP:10.10.12.37","Téléchargement autorisé depuis dépôt officiel"
"2025-05-26 11:33:03","PROXY","reem.taleb","GET","http://vpn-service.um6p.ma/login","IP:10.10.12.124","Page accédée via lien mail"
"2025-05-26 11:34:52","PROXY","fatima.alami","GET","http://vpn-service.um6p.ma/login","IP:10.10.12.3","Connexion simultanée depuis plusieurs pays"
"2025-05-26 11:35:43","PROXY","hassan.amir","GET","http://db-admin.um6p.ma/phpmyadmin","IP:10.10.12.14","Navigateur non reconnu"
"2025-05-26 11:36:28","PROXY","firas.mohamed","POST","http://portal.um6p.ma/grades","IP:10.10.12.60","URL contenant chaîne suspecte"
"2025-05-26 11:37:38","PROXY","hazem.younis","POST","https://vpn.um6p.ma/portal","IP:10.10.12.62","Utilisateur bloqué par politique réseau"
"2025-05-26 11:38:27","PROXY","youssef.khalil","GET","http://finance.um6p.ma/reports/q2","IP:10.10.12.4","Proxy chain détecté"
"2025-05-26 11:39:55","PROXY","hafsa.mansur","GET","http://um6p-ma-reporting.internal.net","IP:10.10.12.128","Exécution de script JS inconnu"
"2025-05-26 11:40:12","PROXY","shatha.abdallah","POST","https://webmail.um6p.ma/login","IP:10.10.12.122","Lien accédé plusieurs fois en quelques secondes"
"2025-05-26 11:41:41","PROXY","hamza.karim","GET","http://downloads.um6p.ma/drivers/gpu.exe","IP:10.10.12.153","Bloqué par firewall"
"2025-05-26 11:42:53","PROXY","muhannad.almasri","GET","http://dropbox.fake-um6p.com/share","IP:10.10.12.125","Connexion autorisée par règle spéciale FW"
"2025-05-26 11:43:51","PROXY","raed.saleh","GET","https://api.um6p.ma/data/submit","IP:10.10.12.121","Téléchargement de script bloqué"
"2025-05-26 11:44:29","PROXY","sara.abdelkarim","GET","http://cache.um6p.ma/images/logo.png","IP:10.10.12.136","Requête suspecte vers CDN externe"
"2025-05-26 11:45:51","PROXY","noura.abdul","GET","http://ad.um6p.ma/sync","IP:10.10.12.147","Utilisateur bloqué par politique réseau"
"2025-05-26 11:46:59","PROXY","manar.halabi","GET","http://portal.um6p.ma/grades","IP:10.10.12.100","Connexion vers URL inconnue"
"2025-05-26 11:47:44","PROXY","sami.jaber","GET","http://internal-api.um6p.ma/v1","IP:10.10.12.65","Connexion sans User-Agent détectée"
"2025-05-26 11:48:54","PROXY","hala.karim","POST","http://gitlab.um6p.ma/projectX/commit","IP:10.10.12.93","Trafic redirigé vers honeypot"
"2025-05-26 11:49:31","PROXY","habib.mahfouz","GET","http://compromised-site.ru","IP:10.10.12.118","URL incluse dans liste grise"
"2025-05-26 11:50:43","PROXY","mahmoud.najjar","POST","http://external-storage.com/download/manual.pdf","IP:10.10.12.139","Réponse 403 reçue"
"2025-05-26 11:51:03","PROXY","nisreen.jamal","GET","http://internal-api.um6p.ma/v1","IP:10.10.12.106","Trafic inhabituel détecté"
"2025-05-26 11:52:05","PROXY","muhannad.almasri","POST","http://db-admin.um6p.ma/phpmyadmin","IP:10.10.12.125","Requête redondante sur même endpoint"
"2025-05-26 11:53:34","PROXY","asmaa.rahman","GET","http://um6p.backup.local/restore","IP:10.10.12.30","Page classée comme site de crypto-mining"
"2025-05-26 11:54:29","PROXY","mariyam.farid","POST","http://finance.um6p.ma/reports/q2","IP:10.10.12.53","Connexion vers URL inconnue"
"2025-05-26 11:55:31","PROXY","aya.zahra","GET","http://exfiltration.tor/data.zip","IP:10.10.12.11","Activité suspecte sur poste utilisateur"
"2025-05-26 11:56:15","PROXY","samah.fahmi","GET","https://docs.um6p.ma/security/guide.pdf","IP:10.10.12.143","Suspicion d'activité automatisée"
"2025-05-26 11:57:30","PROXY","raed.saleh","GET","http://user.um6p.ma/settings","IP:10.10.12.121","Signaux de compromission détectés"
"2025-05-26 11:58:41","PROXY","wahid.farhan","GET","https://secure-login.um6p.ma/verify","IP:10.10.12.105","Utilisation de port non standard détectée"
"2025-05-26 11:59:56","PROXY","mohsen.najjar","GET","http://unusual-traffic.com/redirect","IP:10.10.12.45","Requête HTTP non conforme"
"2025-05-26 12:00:16","PROXY","jamal.alfaraj","GET","https://api-gateway.um6p.ma/v2/access","IP:10.10.12.17","Connexion sécurisée"
"2025-05-26 12:01:03","PROXY","farouk.karim","POST","http://fakevpn.um6p.net/connect","IP:10.10.12.120","Connexion vers URL inconnue"
"2025-05-26 12:02:08","PROXY","muna.rashid","GET","http://server01.um6p.ma:443/dashboard","IP:10.10.12.130","Domaine non blacklisté - accès autorisé"
"2025-05-26 12:03:40","PROXY","hala.sharif","GET","http://cdn.um6p.ma/js/app.js","IP:10.10.12.27","Accès légitime"
"2025-05-26 12:04:57","PROXY","laila.badran","GET","http://10.0.0.1:8080/admin","IP:10.10.12.126","Upload de données détecté"
"2025-05-26 12:05:39","PROXY","mustafa.alraqi","POST","http://phishing-site.com/login","IP:10.10.12.41","Trafic inhabituel détecté"
"2025-05-26 12:06:13","PROXY","hala.karim","GET","http://10.0.1.45/api/info","IP:10.10.12.93","Utilisation de port non standard détectée"
"2025-05-26 12:07:23","PROXY","sara.abdelkarim","GET","http://legacy-portal.um6p.ma","IP:10.10.12.136","Connexion à une base de données non sécurisée"
"2025-05-26 12:08:40","PROXY","mahmoud.najjar","GET","http://fake-ad-login.com/portal","IP:10.10.12.139","Connexion autorisée, surveillance active"
"2025-05-26 12:09:23","PROXY","salwa.hamdi","POST","http://wiki.um6p.ma/howto/firewall","IP:10.10.12.68","Lien contenu dans email suspect"
"2025-05-26 12:10:08","PROXY","bilal.jaber","POST","http://proxy.um6p.ma/logs","IP:10.10.12.91","Blocage automatique activé"
"2025-05-26 12:11:02","PROXY","kalil.hakim","POST","http://phishing-expert.net/verify","IP:10.10.12.115","Requête HTTP non conforme"
"2025-05-26 12:12:26","PROXY","laila.mohsen","GET","http://helpdesk.um6p.ma/reset-password","IP:10.10.12.33","Connexion réseau interrompue"
"2025-05-26 12:13:17","PROXY","sara.abdelkarim","GET","https://student.um6p.ma/submit","IP:10.10.12.136","Session expirée - nouvelle tentative détectée"
"2025-05-26 12:14:32","PROXY","ali.mostafa","POST","http://external-storage.com/download/manual.pdf","IP:10.10.12.8","Tentative de connexion brute force"
