timestamp,type,user,action,description
2025-05-26 09:13:28,MAIL,mohamed.hassan,EMAIL_FLAGGED,Consultation d’un email de support technique
2025-05-26 09:13:03,MAIL,shatha.abdallah,ACCOUNT_SUSPENDED,Partage d’un document critique via lien sécurisé
2025-05-26 09:15:00,MAIL,laila.badran,ACCOUNT_UNLOCK,Consultation d’un email avec informations stratégiques
2025-05-26 09:13:50,MAIL,zayd.abdelrahim,SECURITY_QUESTION_SET,Téléchargement d’une archive mail pour archivage
2025-05-26 09:13:08,MAIL,fatima.alami,MARK_SPAM,Lecture d’un email interne confidentiel
2025-05-26 09:18:21,MAIL,nawal.ibrahim,EMAIL_AUTO_DELETED,Suppression d’un email suite à demande de sécurité
2025-05-26 09:11:02,MAIL,yara.khaled,SECURITY_QUESTION_CHANGED,Suppression d’un email confidentiel
2025-05-26 09:17:48,MAIL,karim.faraj,PASSWORD_CHANGE,Signalement d’un phishing à l’équipe sécurité
2025-05-26 09:12:30,MAIL,ahmed.alsayed,SPAM_FILTER_UPDATED,Lecture d’un email important concernant la réunion UM6P
2025-05-26 09:15:09,MAIL,shatha.abdallah,MULTIPLE_LOGIN_LOCATIONS,Blocage d’un lien malveillant intégré dans un email
2025-05-26 09:15:50,MAIL,ali.mostafa,EMAIL_FLAGGED,Téléchargement d’un manuel d’accès VPN
2025-05-26 09:23:33,MAIL,maysa.abdelrahman,SPAM_FILTER_UPDATED,Envoi d’un email avec des informations financières
2025-05-26 09:26:49,MAIL,hala.sharif,DOWNLOAD_ATTACHMENT,Blocage automatique du compte suite à alertes AD: Fichier 'schema_reseau_um6p.vsd'
2025-05-26 09:27:41,MAIL,yasir.khalaf,EMAIL_TAGGED,Recherche d’emails contenant des mots-clés sensibles
2025-05-26 09:22:40,MAIL,rana.azzam,EMAIL_UNFLAGGED,Téléchargement d’une liste de contacts sécurisée
2025-05-26 09:17:23,MAIL,mustafa.alraqi,ACCOUNT_LOCK,Téléchargement d’une pièce jointe confidentielle: Compte mustafa.alraqi
2025-05-26 09:30:59,MAIL,kareem.jamal,EMAIL_UNTAGGED,Récupération d’emails archivés pour audit
2025-05-26 09:31:26,MAIL,ahmed.alsayed,READ_EMAIL,Accès à la messagerie via VPN sécurisé: Sujet 'Demande d’accès temporaire au système'
2025-05-26 09:20:37,MAIL,amina.talal,EMAIL_ENCRYPTION_ENABLED,Envoi d’email de rappel pour réunion
2025-05-26 09:34:03,MAIL,mona.abdul,AUTO_REPLY_DISABLED,Téléchargement d’un document d’audit sécurité
2025-05-26 09:17:37,MAIL,rana.azzam,EMAIL_ENCRYPTION_DISABLED,Accès à la messagerie via VPN sécurisé
2025-05-26 09:20:53,MAIL,farid.shaheen,EMAIL_UNTAGGED,Récupération d’emails archivés pour audit
2025-05-26 09:35:23,MAIL,rashid.nour,SPAM_FILTER_UPDATED,Échec de connexion suite à tentative non autorisée
2025-05-26 09:35:42,MAIL,reem.taleb,MULTIPLE_LOGIN_LOCATIONS,Téléchargement d’une liste de contacts sécurisée
2025-05-26 09:30:19,MAIL,salma.hamdan,EMAIL_SEARCH,Connexion au webmail via IP validée par AD: Recherche 'Pièces jointes sensibles'
2025-05-26 09:26:11,MAIL,firas.abbas,EMAIL_SEARCH,Envoi d’un email de confirmation d’action IT: Recherche 'Accès Webmail externe'
2025-05-26 09:30:23,MAIL,jamal.alfaraj,MULTIPLE_LOGIN_LOCATIONS,Lecture d’un email interne confidentiel
2025-05-26 09:31:00,MAIL,ali.mostafa,ATTACHMENT_DOWNLOAD,Signalement d’un phishing à l’équipe sécurité: Fichier 'fichier_backup_db.sql'
2025-05-26 09:32:46,MAIL,firas.abbas,MARK_SPAM,Suppression de plusieurs emails en masse
2025-05-26 09:27:04,MAIL,yasmin.abdulrahman,SEND_EMAIL,"Notification d’une nouvelle règle de sécurité mail: Destinataire 'ahmed.alhaj@um6p.ma', Sujet 'Suivi des incidents de sécurité récents'"
2025-05-26 09:27:08,MAIL,tariq.mansour,EMAIL_DECRYPTED,Lecture d’un email interne confidentiel
2025-05-26 09:43:47,MAIL,marwan.alhaj,SEND_EMAIL,"Réception d’un email contenant des instructions critiques: Destinataire 'lamia.bader@um6p.ma', Sujet 'Compte rendu du séminaire UM6P'"
2025-05-26 09:31:10,MAIL,rana.azzam,AUTO_REPLY_DISABLED,Envoi d’un email de confirmation d’action IT
2025-05-26 09:47:30,MAIL,zaina.karim,SPAM_FILTER_UPDATED,Consultation d’un email avec pièce jointe sensible
2025-05-26 09:44:26,MAIL,tariq.mansour,EMAIL_RULE_CREATED,Blocage d’un lien malveillant intégré dans un email
2025-05-26 09:45:00,MAIL,muna.rashid,MARK_SPAM,Tentative d’accès à un email protégé par MFA
2025-05-26 09:46:56,MAIL,shimaa.hassan,SEND_EMAIL,"Accès refusé suite à politique de sécurité renforcée: Destinataire 'yasin.abdelrahman@um6p.ma', Sujet 'Nouvelle procédure d’authentification'"
2025-05-26 09:47:35,MAIL,laila.badran,EMAIL_ENCRYPTION_DISABLED,Lecture d’un email d’alerte sécurité
2025-05-26 09:44:05,MAIL,muna.rashid,ALERT_TRIGGERED,Demande d’aide pour récupération de mot de passe
2025-05-26 09:46:17,MAIL,noor.jalal,EMAIL_DELETION,Nouvelle connexion détectée depuis un appareil inconnu: Sujet 'Communication officielle UM6P'
2025-05-26 09:54:36,MAIL,hala.karim,EMAIL_MARKED_UNREAD,Téléchargement d’un formulaire officiel
2025-05-26 09:40:57,MAIL,samir.shaheen,UNAUTHORIZED_ACCESS_ATTEMPT,Blocage d’un lien malveillant intégré dans un email
2025-05-26 09:51:56,MAIL,hibah.yusuf,API_ACCESS_GRANTED,Téléchargement d’un rapport de vulnérabilité réseau
2025-05-26 09:43:40,MAIL,firas.abbas,EMAIL_RULE_CREATED,Signalement d’un email spam suspect
2025-05-26 09:34:43,MAIL,raihan.abdul,FORWARD_EMAIL,"Envoi d’email de rappel pour réunion: Destinataire 'fatima.zahra@yahoo.com', Sujet 'Mise en place du filtrage des emails'"
2025-05-26 09:47:52,MAIL,kalil.hakim,MARK_SPAM,Réception d’un email contenant des instructions critiques
2025-05-26 09:30:49,MAIL,yasmeen.salim,EMAIL_DELETION,Lecture d’un email urgent sur le budget IT: Sujet 'Statistiques d’utilisation VPN'
2025-05-26 09:35:10,MAIL,farouk.karim,EMAIL_ENCRYPTED,Blocage d’un lien malveillant intégré dans un email
2025-05-26 09:40:45,MAIL,marwan.alhaj,EMAIL_SEARCH,Téléchargement d’un manuel d’accès VPN: Recherche 'Protocoles sécurité messagerie'
2025-05-26 09:45:16,MAIL,ibraheem.shaar,EMAIL_UNTAGGED,Récupération d’emails archivés pour audit
2025-05-26 09:34:52,MAIL,samir.alhassan,FORWARD_EMAIL,"Signalement d’un phishing à l’équipe sécurité: Destinataire 'hazem.younis@um6p.ma', Sujet 'Information importante: mise à jour logicielle'"
2025-05-26 10:01:33,MAIL,khalifa.mahmoud,SUSPICIOUS_ACTIVITY_DETECTED,Envoi d’un rapport PDF à une adresse externe
2025-05-26 09:59:13,MAIL,samir.shaheen,EMAIL_ENCRYPTED,Accès au webmail via un nouveau navigateur
2025-05-26 09:50:35,MAIL,noura.salem,EMAIL_ENCRYPTED,Échec de connexion suite à tentative non autorisée
2025-05-26 09:43:14,MAIL,dania.kassem,LOGIN_SUCCESS,Suppression d’un email confidentiel: IP 10.10.12.119
2025-05-26 10:09:04,MAIL,tarik.makki,LOGIN_SUCCESS,Signalement d’un phishing à l’équipe sécurité: IP 10.10.12.113
2025-05-26 09:46:52,MAIL,muna.bakr,ACCOUNT_REACTIVATED,Téléchargement d’un document d’audit sécurité
2025-05-26 09:59:44,MAIL,wael.abdulrahim,CLICKED_LINK,Connexion à la messagerie via un appareil mobile: Lien 'http://admin.um6p-portal-login.com'
2025-05-26 10:11:20,MAIL,fadi.kassem,EMAIL_RECEIVED_EXTERNAL,Signalement d’un email spam suspect
2025-05-26 09:52:53,MAIL,nader.shams,FORWARD_EMAIL,"Lecture d’un email important concernant la réunion UM6P: Destinataire 'lina.hadi@um6p.ma', Sujet 'Notification de changement de politique IT'"
2025-05-26 10:03:29,MAIL,sara.abdelkarim,ATTACHMENT_DOWNLOAD,Partage d’un rapport financier avec l’équipe: Fichier 'formulaire_demande_acces_reseau.pdf'
2025-05-26 10:00:02,MAIL,reem.ali,EMAIL_MARKED_UNREAD,Demande d’aide pour récupération de mot de passe
2025-05-26 09:51:34,MAIL,kamilah.mohamed,EMAIL_ENCRYPTION_ENABLED,Réception d’un email avec instructions de déploiement
2025-05-26 09:55:02,MAIL,omar.fahad,AUTO_REPLY_SET,Accès à la boîte mail bloqué par l’administrateur
2025-05-26 10:02:44,MAIL,khaled.nasser,MARK_SPAM,Lecture d’un email interne confidentiel
2025-05-26 10:18:10,MAIL,noor.jalal,ACCOUNT_UNLOCK,Consultation d’un email avec pièce jointe sensible
2025-05-26 09:59:17,MAIL,manar.halabi,EMAIL_SIGNATURE_REMOVED,Téléchargement d’un fichier CSV utilisateur
2025-05-26 09:46:15,MAIL,zaina.karim,ALERT_TRIGGERED,Téléchargement d’un manuel d’accès VPN
2025-05-26 09:55:09,MAIL,kalil.hakim,UPLOAD_ATTACHMENT,Téléchargement d’un formulaire officiel
2025-05-26 10:19:04,MAIL,lamia.bader,EMAIL_DELETION,Lecture d’un email interne confidentiel: Sujet 'Notification d’accès non autorisé'
2025-05-26 10:16:36,MAIL,raed.saleh,EMAIL_RULE_TRIGGERED,Accès à plusieurs terminaux simultanés suspecté
2025-05-26 10:17:08,MAIL,layla.abdullah,EMAIL_MOVED_FOLDER,Signalement d’un phishing à l’équipe sécurité
2025-05-26 09:47:29,MAIL,younes.abdullah,AUTO_REPLY_SET,Partage d’un document critique via lien sécurisé
2025-05-26 10:19:53,MAIL,khaled.rafat,EMAIL_MOVED_FOLDER,Suppression d’un email suspect signalé par FW
2025-05-26 10:15:16,MAIL,fatima.alami,CLICKED_LINK,Consultation d’un email de support technique: Lien 'http://analytics-partners.org/um6p/data_sync'
2025-05-26 10:01:08,MAIL,rashid.nour,CLICKED_LINK,Partage d’un document critique via lien sécurisé: Lien 'http://downloads.um6p-system.ma/archive.zip'
2025-05-26 09:48:34,MAIL,nour.elmasri,SEND_EMAIL,"Signalement d’un phishing à l’équipe sécurité: Destinataire 'fahd.saadi@um6p.ma', Sujet 'Mise à jour des droits utilisateurs'"
2025-05-26 10:19:11,MAIL,hamza.karim,ATTACHMENT_SENT,Envoi d’email de rappel pour réunion: Fichier 'guide_utilisation_outils_collab.pdf' envoyé à 'wahid.farhan@um6p.ma'
2025-05-26 10:21:32,MAIL,reem.taleb,AUTO_REPLY_DISABLED,Téléchargement d’une archive mail pour archivage
2025-05-26 10:29:08,MAIL,reem.ali,AUTO_REPLY_DISABLED,Signalement d’email frauduleux via le portail
2025-05-26 10:06:56,MAIL,jamal.alfaraj,EMAIL_RULE_CREATED,Lecture d’un email de confirmation d’inscription
2025-05-26 10:25:00,MAIL,tarek.bahaa,AUTO_REPLY_SET,Consultation d’un email avec pièce jointe sensible
2025-05-26 10:08:41,MAIL,jumana.ghazi,ACCOUNT_LOCK,Changement d’adresse email associé au compte: Compte jumana.ghazi
2025-05-26 09:55:56,MAIL,adil.azzam,MULTIPLE_LOGIN_LOCATIONS,Suppression d’un email confidentiel
2025-05-26 10:02:34,MAIL,laila.mohsen,ALERT_TRIGGERED,Changement de mot de passe demandé par utilisateur
2025-05-26 10:22:24,MAIL,samah.abdelfattah,DELETE_EMAIL,Lecture d’un email d’alerte sécurité
2025-05-26 10:21:30,MAIL,bilal.abdelaziz,SUSPICIOUS_ACTIVITY_DETECTED,Lecture d’un email interne confidentiel
2025-05-26 10:32:47,MAIL,layla.abdullah,SECURITY_LOG_REVIEWED,Lecture d’un email important concernant la réunion UM6P
2025-05-26 10:20:39,MAIL,nour.elmasri,LOGIN_SUCCESS,Partage sécurisé d’un fichier via mail interne: IP 10.10.12.57
2025-05-26 10:00:42,MAIL,khalifa.mahmoud,EMAIL_RELEASED_FROM_QUARANTINE,Accès à plusieurs terminaux simultanés suspecté
2025-05-26 10:19:01,MAIL,samira.karim,ATTACHMENT_DOWNLOAD,Suppression de plusieurs emails en masse: Fichier 'notes_support_technique.txt'
2025-05-26 10:13:11,MAIL,shaden.naqib,ATTACHMENT_DOWNLOAD,Tentative d’accès à un email protégé par MFA: Fichier 'rapport_recherche_cybermenaces.pdf'
2025-05-26 10:08:17,MAIL,fahd.saadi,EMAIL_ENCRYPTED,Partage d’un document critique via lien sécurisé
2025-05-26 10:15:35,MAIL,jihad.abed,LOGIN_FAILED,Téléchargement d’un formulaire officiel: IP 10.10.12.67
2025-05-26 10:26:08,MAIL,sami.jaber,ACCOUNT_SUSPENDED,Lecture d’un email de confirmation d’inscription
2025-05-26 10:47:08,MAIL,jafar.mohamed,SUSPICIOUS_ACTIVITY_DETECTED,Envoi d’un email de confirmation d’action IT
2025-05-26 10:06:40,MAIL,dina.farouk,EMAIL_TAGGED,Déclenchement d’une règle UEBA pour trafic inhabituel
2025-05-26 10:35:11,MAIL,bilal.jaber,ACCOUNT_SUSPENDED,Partage d’un document critique via lien sécurisé
2025-05-26 10:10:51,MAIL,hibah.yusuf,EMAIL_FORWARDED_EXTERNAL,Renvoi d’un email avec données sensibles
2025-05-26 10:27:48,MAIL,adil.najjar,AUTO_REPLY_DISABLED,Suppression d’un email suspect signalé par FW
2025-05-26 10:39:28,MAIL,firas.mohamed,READ_EMAIL,Envoi d’un email au support informatique: Sujet 'Guide utilisateur pour le nouveau VPN'
2025-05-26 10:30:39,MAIL,nidaa.farouk,SPAM_FILTER_UPDATED,Nouvelle connexion détectée depuis un appareil inconnu
2025-05-26 10:22:40,MAIL,mohamed.hassan,PASSWORD_RESET,Réception d’un email contenant des instructions critiques
2025-05-26 10:41:01,MAIL,noor.jalal,UNMARK_SPAM,Accès à plusieurs terminaux simultanés suspecté
2025-05-26 10:31:21,MAIL,samah.fahmi,UNMARK_SPAM,"Clic sur un lien suspect détecté, possible phishing"
2025-05-26 10:44:02,MAIL,yasmeen.salim,EMAIL_SEARCH,Téléchargement d’un rapport de vulnérabilité réseau: Recherche 'Nom d'utilisateur admin'
2025-05-26 10:35:36,MAIL,fahd.saadi,EMAIL_ENCRYPTION_ENABLED,Signalement d’email frauduleux via le portail
2025-05-26 10:25:30,MAIL,kamilah.mohamed,DOWNLOAD_ATTACHMENT,Partage sécurisé d’un fichier via mail interne: Fichier 'fichier_mis_en_quarantaine.zip'
2025-05-26 10:37:16,MAIL,samir.shaheen,PASSWORD_RESET,Changement de mot de passe demandé par utilisateur
2025-05-26 10:40:24,MAIL,mona.abdul,EMAIL_ENCRYPTION_DISABLED,Envoi d’un email avec des informations financières
2025-05-26 10:43:52,MAIL,hazem.younis,EMAIL_SIGNATURE_ADDED,Signalement d’un email phishing par utilisateur
2025-05-26 10:45:13,MAIL,noura.salem,SUSPICIOUS_ACTIVITY_DETECTED,Nouvelle connexion détectée depuis un appareil inconnu
2025-05-26 10:21:04,MAIL,zubair.abdulqadir,AUTO_REPLY_DISABLED,Signalement d’une tentative de fraude bancaire
2025-05-26 11:02:24,MAIL,jihad.abed,LOGIN_FROM_NEW_DEVICE,"Signalement d’email frauduleux via le portail: IP 10.10.12.67, Appareil 'PIXEL-6A'"
2025-05-26 10:54:26,MAIL,amin.ghanim,EMAIL_SEARCH,Réception d’un email contenant des instructions critiques: Recherche 'Mot de passe NAS'
2025-05-26 11:08:00,MAIL,zain.ghazal,ATTACHMENT_SENT,Téléchargement d’une liste de contacts sécurisée: Fichier 'infra_config_UM6P.pdf' envoyé à 'ahmed.nafih@um6p.ma'
2025-05-26 10:51:37,MAIL,amin.ghanim,ACCOUNT_SUSPENDED,Téléchargement d’une pièce jointe confidentielle
2025-05-26 10:22:27,MAIL,hassan.amir,ACCOUNT_UNLOCK,Signalement d’un email spam suspect
2025-05-26 10:06:54,MAIL,adil.najjar,EMAIL_DELETION,Blocage d’un lien malveillant intégré dans un email: Sujet 'Conseils pour sécuriser vos accès'
2025-05-26 10:31:49,MAIL,khalifa.mahmoud,EMAIL_RULE_DELETED,Partage sécurisé d’un fichier via mail interne
2025-05-26 10:53:10,MAIL,khaled.rafat,REPLY_EMAIL,Accès à la boîte mail bloqué par l’administrateur
2025-05-26 10:45:47,MAIL,reem.taleb,EMAIL_DECRYPTED,Accès à la messagerie via VPN sécurisé
2025-05-26 10:08:49,MAIL,maysa.abdelrahman,ACCOUNT_REACTIVATED,Signalement d’un email phishing par utilisateur
2025-05-26 10:10:24,MAIL,hala.sharif,EMAIL_SEARCH,Envoi d’un email avec des informations financières: Recherche 'Identifiants SSO'
2025-05-26 11:16:03,MAIL,fadi.kassem,UNMARK_SPAM,Renvoi d’un email avec données sensibles
2025-05-26 11:04:36,MAIL,rima.bashir,ACCOUNT_REACTIVATED,Consultation d’un email avec pièce jointe sensible
2025-05-26 10:39:16,MAIL,hada.mohamed,EMAIL_MARKED_READ,Signalement d’un email phishing par utilisateur
2025-05-26 10:56:27,MAIL,rasha.younis,LOGIN_FROM_NEW_DEVICE,"Consultation d’un email de support technique: IP 10.10.12.96, Appareil 'CLOUD-VM-03'"
2025-05-26 10:36:40,MAIL,bilal.mansour,EMAIL_DECRYPTED,Téléchargement d’une pièce jointe confidentielle
2025-05-26 10:21:54,MAIL,ahmed.alhaj,EMAIL_FORWARDED_EXTERNAL,Tentative de connexion détectée depuis une IP étrangère
2025-05-26 11:14:35,MAIL,reem.ali,MULTIPLE_LOGIN_LOCATIONS,Suppression de plusieurs emails en masse
2025-05-26 10:38:15,MAIL,jafar.mohamed,LOGIN_FAILED,Récupération d’emails archivés pour audit: IP 10.10.12.94
2025-05-26 10:28:44,MAIL,zainab.karim,MARK_SPAM,Multiples connexions simultanées détectées
2025-05-26 11:23:36,MAIL,rina.sharif,UNMARK_SPAM,Partage sécurisé d’un fichier via mail interne
2025-05-26 11:18:33,MAIL,tamer.karim,ACCOUNT_REACTIVATED,Réception d’un email contenant des instructions critiques
2025-05-26 10:20:45,MAIL,khaled.nasser,ACCOUNT_REACTIVATED,Consultation d’un email avec pièce jointe malveillante
2025-05-26 10:46:43,MAIL,abdulrahman.karim,RULE_TRIGGERED,Signalement d’un email phishing par utilisateur
2025-05-26 10:24:04,MAIL,sami.jaber,EMAIL_RULE_TRIGGERED,Déclenchement d’une règle UEBA pour trafic inhabituel
2025-05-26 11:23:09,MAIL,yasir.abdullah,AUTO_REPLY_SET,Signalement d’une tentative de fraude bancaire
2025-05-26 10:22:45,MAIL,fahd.saadi,SECURITY_POLICY_UPDATED,Réception d’un email avec instructions de déploiement
2025-05-26 10:39:26,MAIL,nidaa.farouk,EMAIL_RULE_TRIGGERED,Envoi d’email de rappel pour réunion
2025-05-26 11:02:45,MAIL,farah.dawoud,EMAIL_UNTAGGED,Signalement d’un email phishing par utilisateur
2025-05-26 10:26:26,MAIL,noura.abdul,ACCOUNT_LOCK,"Clic sur un lien suspect détecté, possible phishing: Compte noura.abdul"
2025-05-26 10:40:42,MAIL,dina.farouk,ATTACHMENT_DOWNLOAD,Suppression d’un email suite à demande de sécurité: Fichier 'fichier_backup_reseau.sql'
2025-05-26 10:26:45,MAIL,ahmed.nafih,SECURITY_LOG_REVIEWED,Signalement d’une tentative de fraude bancaire
2025-05-26 10:56:14,MAIL,noor.jalal,ACCOUNT_UNLOCK,Nouvelle connexion détectée depuis un appareil inconnu
2025-05-26 11:33:15,MAIL,amin.ghanim,ACCOUNT_SUSPENDED,Partage d’un document critique via lien sécurisé
2025-05-26 10:50:05,MAIL,hafsa.mansur,PASSWORD_RESET,Téléchargement d’un document d’audit sécurité
2025-05-26 10:25:08,MAIL,omar.fahad,SUSPICIOUS_ACTIVITY_DETECTED,Suppression d’un email confidentiel
2025-05-26 10:55:45,MAIL,raed.saleh,API_ACCESS_REVOKED,Recherche d’emails contenant des mots-clés sensibles
2025-05-26 11:29:25,MAIL,maysa.abdelrahman,REPORTED_PHISHING,Partage d’un rapport financier avec l’équipe: Sujet 'Statut du projet digitalisation'
2025-05-26 11:35:29,MAIL,omar.hakim,EMAIL_UNFLAGGED,Consultation d’un email avec pièce jointe malveillante
2025-05-26 10:25:12,MAIL,adil.najjar,SECURITY_ALERT_ACKNOWLEDGED,Partage sécurisé d’un fichier via mail interne
2025-05-26 11:19:27,MAIL,kareem.jamal,MULTIPLE_LOGIN_LOCATIONS,Échec de connexion suite à tentative non autorisée
2025-05-26 11:36:42,MAIL,mariyam.farid,LOGIN_FAILED,Alerte déclenchée pour activités suspectes sur compte: IP 10.10.12.53
2025-05-26 11:38:29,MAIL,ali.mostafa,ACCOUNT_LOCK,Envoi d’un email de validation pour action urgente: Compte ali.mostafa
2025-05-26 10:54:10,MAIL,najwa.bassem,EMAIL_SIGNATURE_ADDED,Multiples connexions simultanées détectées
2025-05-26 10:59:04,MAIL,samah.fahmi,ACCOUNT_SUSPENDED,Partage d’un rapport financier avec l’équipe
2025-05-26 10:51:15,MAIL,dalia.abdulaziz,SECURITY_LOG_REVIEWED,Consultation d’un email de support technique
2025-05-26 10:53:08,MAIL,manal.rashid,DELETE_EMAIL,Réception d’un email avec instructions de déploiement
2025-05-26 10:30:35,MAIL,sara.farid,EMAIL_UNFLAGGED,Changement de mot de passe demandé par utilisateur
2025-05-26 11:16:28,MAIL,farah.dawoud,EMAIL_RELEASED_FROM_QUARANTINE,Téléchargement d’un rapport de vulnérabilité réseau
2025-05-26 11:41:32,MAIL,fatima.alami,SEND_EMAIL,"Suppression d’un email de phishing détecté: Destinataire 'lina.abdulaziz@um6p.ma', Sujet 'Plan d’action suite à incident de phishing'"
2025-05-26 11:58:19,MAIL,tamer.karim,EMAIL_FORWARDED_EXTERNAL,Suppression d’un email suspect signalé par FW
2025-05-26 10:30:53,MAIL,mustafa.alraqi,MULTIPLE_LOGIN_LOCATIONS,Téléchargement d’un rapport de vulnérabilité réseau
2025-05-26 11:08:32,MAIL,hada.mohamed,AUTO_REPLY_DISABLED,Notification d’une nouvelle règle de sécurité mail
2025-05-26 11:43:25,MAIL,nader.shams,ACCOUNT_SUSPENDED,Téléchargement d’un document d’audit sécurité
2025-05-26 11:59:53,MAIL,amin.ghanim,ACCOUNT_UNLOCK,Téléchargement d’un document d’audit sécurité
2025-05-26 10:52:37,MAIL,omar.hakim,LOGIN_FROM_NEW_DEVICE,"Accès à plusieurs terminaux simultanés suspecté: IP 10.10.12.28, Appareil 'SAMSUNG-TAB-A8'"
2025-05-26 11:33:26,MAIL,maya.hussein,EMAIL_DECRYPTED,Lecture d’un email d’alerte sécurité
2025-05-26 11:22:15,MAIL,hala.sharif,SPAM_FILTER_UPDATED,Lecture d’un email urgent sur le budget IT
2025-05-26 10:59:06,MAIL,yasmeen.salim,PASSWORD_RESET,Réinitialisation du mot de passe par l’utilisateur
2025-05-26 10:36:45,MAIL,manar.halabi,SECURITY_QUESTION_SET,Échec d’authentification via un nouvel appareil
2025-05-26 10:59:17,MAIL,bilal.abdelaziz,DELETE_EMAIL,Demande d’accès temporaire pour collaborateur externe
2025-05-26 11:17:56,MAIL,ibrahim.hamed,LOGIN_SUCCESS,Suppression d’un email de phishing détecté: IP 10.10.12.16
2025-05-26 11:54:16,MAIL,dina.farouk,DELETE_EMAIL,Téléchargement d’un manuel d’accès VPN
2025-05-26 11:53:08,MAIL,joud.nasser,SECURITY_ALERT_ACKNOWLEDGED,Multiples connexions simultanées détectées
2025-05-26 10:41:50,MAIL,sami.jaber,EMAIL_RULE_DELETED,Nouvelle connexion détectée depuis un appareil inconnu
2025-05-26 10:54:20,MAIL,zaki.bahaa,ALERT_TRIGGERED,Lecture d’un email de confirmation d’inscription
2025-05-26 10:38:34,MAIL,mohsen.najjar,SECURITY_LOG_REVIEWED,"Clic sur un lien suspect détecté, possible phishing"
2025-05-26 10:53:20,MAIL,ahmed.bakr,MARK_SPAM,Échec d’authentification via un nouvel appareil
2025-05-26 11:50:07,MAIL,khaled.rafat,ACCOUNT_REACTIVATED,Téléchargement d’un rapport de vulnérabilité réseau
2025-05-26 10:49:14,MAIL,mohamed.sharif,UNAUTHORIZED_ACCESS_ATTEMPT,Lecture d’un email de confirmation d’inscription
2025-05-26 11:28:29,MAIL,reem.jabari,EMAIL_FLAGGED,Déclenchement d’une règle UEBA pour trafic inhabituel
2025-05-26 12:11:32,MAIL,sara.abdelkarim,EMAIL_AUTO_DELETED,Lecture d’un email important concernant la réunion UM6P
2025-05-26 10:46:53,MAIL,omar.salem,EMAIL_ENCRYPTION_DISABLED,Échec de connexion suite à tentative non autorisée
2025-05-26 11:20:10,MAIL,sawsan.mansour,FORWARD_EMAIL,"Lecture d’un email d’alerte sécurité: Destinataire 'nader.alsalem@um6p.ma', Sujet 'Mise à jour des licences logiciels'"
2025-05-26 10:48:51,MAIL,yasir.khalaf,AUTO_REPLY_SET,Envoi d’un email avec des informations financières
2025-05-26 11:28:24,MAIL,bilal.abdelaziz,EMAIL_ENCRYPTION_ENABLED,Blocage d’un lien malveillant intégré dans un email
2025-05-26 11:48:21,MAIL,wahid.farhan,REPORTED_PHISHING,Consultation d’un email avec pièce jointe malveillante: Sujet 'Rappel: Changement de mot de passe imminent'
2025-05-26 11:41:13,MAIL,ali.mostafa,ALERT_TRIGGERED,Notification d’une nouvelle règle de sécurité mail
2025-05-26 11:47:18,MAIL,wahid.farhan,EMAIL_RULE_CREATED,Consultation d’un email avec informations stratégiques
2025-05-26 11:46:20,MAIL,adil.azzam,AUTO_REPLY_DISABLED,Demande d’aide pour récupération de mot de passe
2025-05-26 11:25:09,MAIL,ahmed.bakr,UNMARK_SPAM,Accès refusé suite à politique de sécurité renforcée
