event_time,log_source_type,event_id,threat_identifier,user_account,user_privilege_level,host_name,workstation_name,machine_name,operating_system,source_ip_address,source_port_number,destination_ip_address,destination_port_number,client_ip_address,destination_domain,network_domain,network_protocol,security_action,event_severity,event_status,status_reason,event_category,detection_rule,security_verdict,alert_type,resource_url,http_method,user_agent_string,resource_name,affected_object,target_resource,file_accessed_path,file_path,process_name,parent_process_name,access_mask,event_description,event_details,log_message,raw_event_data,log_facility,status_code,event_location,bytes_sent_total,bytes_received_total,application_name
2025-05-26 09:01:00,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.55,51396.0,64.233.186.27,21.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,file-transfer,allow-ftp-control,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,1754,6055,ftp-control
2025-05-26 09:01:16,edr,-1,-1,tariq.mansour,N/A,pc-lina,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,smb,N/A,critical,allowed,loginfailure,N/A,N/A,N/A,malware detected,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\script.js,N/A,explorer.exe,explorer.exe,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:01:18,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.78,19634.0,139.59.196.186,69.0,0.0.0.0,N/A,N/A,udp,allow,N/A,N/A,N/A,file-transfer,allow-tftp,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,4167,6050,tftp
2025-05-26 09:01:20,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.16,63613.0,13.224.0.0,993.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,email,allow-imaps,N/A,N/A,unknown_url,N/A,"""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/115.0""",N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,6328,6929,imaps
2025-05-26 09:01:27,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.90,59487.0,157.240.1.35,2222.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,remote-access,allow-alt-ssh,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,1841,6007,alt-ssh
2025-05-26 09:01:38,siem,-1,-1,jamal.alfaraj,N/A,pc-farouk,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,malware_detected,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,guide_securite_informatique.pdf,N/A,N/A,N/A,N/A,N/A,no_message,scriptexecution,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:01:39,mail,-1,-1,nabil.ayoub,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,email_rule_triggered,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,téléchargement d’une archive mail pour archivage,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:01:41,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Neighbor 192.168.10.101 on Vlan10 went down,N/A,ospf,neighbor_change,um6p,0,0,N/A
2025-05-26 09:01:59,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.10,17404.0,104.198.14.52,12345.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,malware,allow-netbus,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,7323,3225,netbus
2025-05-26 09:02:05,mail,-1,-1,salwa.hamdi,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,unauthorized_access_attempt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,signalement d’un phishing à l’équipe sécurité,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:02:08,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.26,15423.0,13.224.0.0,6379.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,database,allow-redis,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,3469,5155,redis
2025-05-26 09:02:09,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Assigned IP 192.168.10.114 to MAC 00:1A:2B:3C:4D:17 on FastEthernet0/1,N/A,dhcpd,address_assign,um6p,0,0,N/A
2025-05-26 09:02:15,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.31,48361.0,5.196.0.1,990.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,file-transfer,allow-ftps-control,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,8913,8729,ftps-control
2025-05-26 09:02:20,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Lease expired for IP 192.168.10.111 on GigabitEthernet0/0,N/A,dhcpd,expire,um6p,0,0,N/A
2025-05-26 09:02:23,siem,-1,-1,joud.nasser,N/A,pc-reem,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,malware_detected,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,document_validation_projet.pdf,N/A,N/A,N/A,N/A,N/A,no_message,dnsrequest,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:02:30,iam,-1,-1,siham.faraj,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,mfa_challenge,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,mfa challenge triggered for user siham.faraj,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:02:34,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Route to 192.168.10.0/24 via 192.168.10.111 removed,N/A,routing,update,um6p,0,0,N/A
2025-05-26 09:02:39,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,"Routing failed to reach 192.168.10.106 via 10.0.0.1, dropping packet",N/A,routing,rt_fail,um6p,0,0,N/A
2025-05-26 09:02:45,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.28,18888.0,69.63.176.13,12345.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,malware,allow-netbus,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,4922,6704,netbus
2025-05-26 09:03:03,proxy,-1,-1,alaa.salem,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.56,N/A,helpdesk.um6p.ma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://helpdesk.um6p.ma/reset-password,get,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,connexion rapide et répétée au même endpoint,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:03:19,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,System booted successfully,N/A,sys,startup,um6p,0,0,N/A
2025-05-26 09:03:30,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.62,25087.0,147.253.224.2,5900.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,remote-access,allow-vnc,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,6628,7763,vnc
2025-05-26 09:03:33,iam,-1,-1,fatma.ismail,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,session_terminated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,session terminated for user fatma.ismail,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:03:38,siem,-1,-1,nader.alsalem,N/A,pc-marwan,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,phishing_link,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,notes_reunion_um6p.docx,N/A,N/A,N/A,N/A,N/A,no_message,logreview,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:03:48,siem,-1,-1,wael.abdulrahim,N/A,pc-mohsen,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,suspicious,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,budget_it_urgent.xlsx,N/A,N/A,N/A,N/A,N/A,no_message,login,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:03:51,ad,4647,-1,hamza.karim,N/A,N/A,um6p-desk03,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,192.168.9.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,vpn connection established,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:04:00,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.46,52945.0,15.230.0.0,636.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,directory-auth,allow-ldaps,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,8000,2381,ldaps
2025-05-26 09:04:10,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.28,14133.0,31.13.71.36,646.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,remote-access,allow-ldp,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,7674,2954,ldp
2025-05-26 09:04:12,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.52,15249.0,8.8.8.8,80.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,web,allow-http,N/A,N/A,unknown_url,N/A,"""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/115.0""",N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,1072,869,http
2025-05-26 09:04:20,mail,-1,-1,fadi.kassem,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,account_reactivated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,envoi d’un email au support informatique,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:04:28,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,"Interface GigabitEthernet0/0, changed state to up",N/A,link,updown,um6p,0,0,N/A
2025-05-26 09:04:28,mail,-1,-1,zahra.mahdi,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,email_search,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,téléchargement d’un fichier csv utilisateur: recherche 'contact support sécurité',N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:04:30,mail,-1,-1,basim.zahran,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,security_alert_acknowledged,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,réception d’un email avec instructions de déploiement,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:04:30,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.30,18678.0,52.239.148.88,1701.0,0.0.0.0,N/A,N/A,udp,allow,N/A,N/A,N/A,vpn,allow-l2tp,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,5545,7409,l2tp
2025-05-26 09:04:39,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.66,33102.0,206.189.0.1,990.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,file-transfer,allow-ftps-control,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,2585,3068,ftps-control
2025-05-26 09:04:39,proxy,-1,-1,mohamed.hassan,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.2,N/A,suspicious-mirror.com,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://suspicious-mirror.com/download.exe,post,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,"bloqué, domaine inconnu",N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:04:49,mail,-1,-1,yasin.abdelrahman,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,email_rule_created,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,téléchargement d’un rapport de vulnérabilité réseau,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:05:02,mail,-1,-1,nidaa.farouk,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,email_forwarded_external,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,multiples connexions simultanées détectées,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:05:06,iam,-1,-1,bilal.jaber,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,access_denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,jira_projects,N/A,N/A,none,N/A,N/A,N/A,N/A,access denied to jira_projects for user bilal.jaber,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:05:10,proxy,-1,-1,habib.mahfouz,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.118,N/A,helpdesk.um6p.ma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://helpdesk.um6p.ma/reset-password,get,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,trafic inhabituel détecté,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:05:12,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.58,9067.0,172.217.22.14,161.0,0.0.0.0,N/A,N/A,udp,allow,N/A,N/A,N/A,network-services,allow-snmp,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,4484,3380,snmp
2025-05-26 09:05:13,siem,-1,-1,thamer.najjar,N/A,pc-yasmeen,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,benign,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,document_veille_technologique.pdf,N/A,N/A,N/A,N/A,N/A,no_message,correlationlog,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:05:34,mail,-1,-1,rashid.nour,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,upload_attachment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,tentative d’accès à un email protégé par mfa,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:05:45,mail,-1,-1,yara.khaled,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,security_alert_acknowledged,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,accès à la messagerie via vpn sécurisé,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:05:48,ad,4733,-1,farouk.karim,N/A,N/A,um6p-fin02,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.5.6.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,helpdesk,none,N/A,N/A,N/A,N/A,configuration file modified,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:05:55,edr,-1,-1,hafsa.mansur,N/A,pc-salma,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,http,N/A,low,allowed,userrequest,N/A,N/A,N/A,unauthorized access attempt,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,C:\Windows\System32\cmd.exe,N/A,explorer.exe,cmd.exe,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:05:59,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Route to 192.168.10.0/24 via 192.168.10.125 removed,N/A,routing,update,um6p,0,0,N/A
2025-05-26 09:06:18,iam,-1,-1,rami.salim,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,access_request,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,user_roles,N/A,N/A,none,N/A,N/A,N/A,N/A,user rami.salim requested access to user_roles,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 09:06:25,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.94,7605.0,23.23.23.23,8443.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,web,allow-https-alt,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,8428,5047,https-alt
