user_account,time_bucket,events_in_5min,correlated_threat
ahmed.bakr,2025-05-26 10:20:00,['connexion suspecte détectée'],normal
ahmed.bakr,2025-05-26 10:30:00,"['access granted to confidential_docs for user ahmed.bakr', 'api key created for user ahmed.bakr']",normal
ahmed.bakr,2025-05-26 10:50:00,['échec d’authentification via un nouvel appareil'],normal
ahmed.bakr,2025-05-26 11:25:00,['accès refusé suite à politique de sécurité renforcée'],normal
ahmed.bakr,2025-05-26 11:30:00,['envoi d’un email de validation pour action urgente'],normal
ahmed.bakr,2025-05-26 12:15:00,['backup failed'],normal
ahmed.bakr,2025-05-26 13:10:00,['connexion à une base de données non sécurisée'],normal
ahmed.bakr,2025-05-26 13:35:00,['connexion vers api externe non reconnue'],normal
ahmed.bakr,2025-05-26 13:55:00,"[""tentative d'accès externe non autorisé""]",normal
ahmed.bakr,2025-05-26 14:00:00,['unauthorized access attempt blocked'],normal
ahmed.bakr,2025-05-26 14:10:00,['user account enabled'],normal
ahmed.bakr,2025-05-26 14:20:00,['mfa challenge triggered for user ahmed.bakr'],normal
ahmed.bakr,2025-05-26 16:45:00,['protocole anormal utilisé pour post'],normal
ahmed.bakr,2025-05-26 17:25:00,['failed logon attempt using service account'],normal
ahmed.bakr,2025-05-26 20:05:00,[],normal
ahmed.bakr,2025-05-26 20:45:00,[],normal
ahmed.bakr,2025-05-26 22:25:00,[],normal
ahmed.bakr,2025-05-27 03:10:00,['software removed successfully'],normal
ahmed.bakr,2025-05-27 03:50:00,[],normal
ahmed.bakr,2025-06-01 09:55:00,[],normal
ahmed.bakr,2025-06-01 10:35:00,[],normal
ahmed.bakr,2025-06-01 11:35:00,[],normal
ahmed.bakr,2025-06-01 12:10:00,[],normal
ahmed.bakr,2025-06-01 13:15:00,[],normal
ahmed.nafih,2025-05-26 09:40:00,['connexion simultanée depuis plusieurs pays'],normal
ahmed.nafih,2025-05-26 10:15:00,['configuration file modified'],normal
ahmed.nafih,2025-05-26 10:25:00,"['téléversement interdit détecté', 'signalement d’une tentative de fraude bancaire']",normal
ahmed.nafih,2025-05-26 11:10:00,['navigation anormale détectée'],normal
ahmed.nafih,2025-05-26 12:20:00,['tentative de spoofing réseau'],normal
ahmed.nafih,2025-05-26 13:45:00,['requête http bloquée'],normal
ahmed.nafih,2025-05-26 15:50:00,"['connexion bloquée - comportement anormal', 'utilisateur désactivé a tenté de se connecter']",normal
ahmed.nafih,2025-05-26 17:00:00,['lien suspect partagé via messagerie interne'],normal
ahmed.nafih,2025-05-26 17:25:00,[],normal
ahmed.nafih,2025-05-27 04:45:00,['backup failed'],normal
ahmed.nafih,2025-06-01 09:50:00,[],normal
ahmed.nafih,2025-06-01 10:10:00,[],normal
ahmed.nafih,2025-06-01 10:35:00,[],normal
ahmed.nafih,2025-06-01 11:15:00,[],normal
ahmed.nafih,2025-06-01 11:45:00,[],normal
ahmed.nafih,2025-06-01 11:55:00,[],normal
ahmed.nafih,2025-06-01 12:05:00,[],normal
alaa.salem,2025-05-26 09:00:00,"['user alaa.salem account disabled', 'connexion rapide et répétée au même endpoint']",normal
alaa.salem,2025-05-26 10:35:00,[],normal
alaa.salem,2025-05-26 11:20:00,['system time changed'],normal
alaa.salem,2025-05-26 11:25:00,['connexion sécurisée'],normal
alaa.salem,2025-05-26 12:15:00,['multiples connexions simultanées détectées'],normal
alaa.salem,2025-05-26 12:20:00,['user alaa.salem successfully authenticated'],normal
alaa.salem,2025-05-26 12:40:00,['renvoi d’un email avec données sensibles'],normal
alaa.salem,2025-05-26 12:50:00,"[""suppression d’un email de phishing détecté: fichier 'rapport_incident_informatique.docx'""]",phishing
alaa.salem,2025-05-26 12:55:00,['signalement d’email frauduleux via le portail'],normal
alaa.salem,2025-05-26 15:20:00,[],normal
alaa.salem,2025-05-26 17:10:00,[],normal
alaa.salem,2025-05-26 18:30:00,[],normal
alaa.salem,2025-05-26 23:20:00,[],normal
alaa.salem,2025-05-27 01:05:00,['failed logon attempt from unusual client'],normal
alaa.salem,2025-05-27 05:20:00,['group policy updated successfully'],normal
alaa.salem,2025-05-27 05:25:00,['network interface enabled'],normal
alaa.salem,2025-06-01 10:55:00,[],normal
alaa.salem,2025-06-01 11:25:00,[],normal
alaa.salem,2025-06-01 13:05:00,[],normal
ali.mostafa,2025-05-26 09:10:00,"['fichier téléchargé analysé, pas de menace']",normal
ali.mostafa,2025-05-26 09:15:00,"['téléchargement d’un manuel d’accès vpn', 'api key created for user ali.mostafa']",normal
ali.mostafa,2025-05-26 09:30:00,"[""signalement d’un phishing à l’équipe sécurité: fichier 'fichier_backup_db.sql'""]",phishing
ali.mostafa,2025-05-26 09:35:00,['requête redondante sur même endpoint'],normal
ali.mostafa,2025-05-26 11:35:00,['envoi d’un email de validation pour action urgente: compte ali.mostafa'],normal
ali.mostafa,2025-05-26 11:40:00,['notification d’une nouvelle règle de sécurité mail'],normal
ali.mostafa,2025-05-26 12:10:00,['tentative de connexion brute force'],normal
ali.mostafa,2025-05-26 13:25:00,['modification des droits d’accès à un dossier partagé'],normal
ali.mostafa,2025-05-26 13:35:00,['accès refusé suite à politique de sécurité renforcée: compte ali.mostafa'],normal
ali.mostafa,2025-05-26 13:40:00,['password changed for user'],normal
ali.mostafa,2025-05-26 13:55:00,['connexion rapide et répétée au même endpoint'],normal
ali.mostafa,2025-05-26 14:10:00,"[""accès au webmail via un nouveau navigateur: fichier 'dossier_risques_informatiques.pdf' envoyé à 'samir.elghazali@mail.com'""]",normal
ali.mostafa,2025-05-26 14:30:00,"['connexion autorisée, surveillance active']",normal
ali.mostafa,2025-05-26 14:40:00,[],normal
ali.mostafa,2025-05-26 15:55:00,[],normal
ali.mostafa,2025-05-26 16:30:00,['téléchargement de script bloqué'],normal
ali.mostafa,2025-05-26 16:45:00,[],normal
ali.mostafa,2025-05-26 19:35:00,['enumeration of admin group'],normal
ali.mostafa,2025-05-27 01:15:00,['user password reset by administrator'],normal
ali.mostafa,2025-05-27 04:50:00,[],normal
ali.mostafa,2025-06-01 10:15:00,[],normal
ali.mostafa,2025-06-01 13:00:00,[],normal
amin.elk,2025-05-26 09:00:00,['Multiple failed login attempts'],brute_force
amin.elk,2025-05-26 09:10:00,['Multiple failed login attempts'],brute_force
amin.elk,2025-05-26 09:40:00,['Multiple failed login attempts'],brute_force
amin.elk,2025-05-26 09:45:00,['Multiple failed login attempts'],brute_force
amin.elk,2025-05-26 10:10:00,"['Multiple failed login attempts', 'Multiple failed login attempts']",brute_force
amin.elk,2025-05-26 10:25:00,['Multiple failed login attempts'],brute_force
amin.elk,2025-05-26 10:35:00,['Multiple failed login attempts'],brute_force
amin.elk,2025-05-26 10:55:00,['Multiple failed login attempts'],brute_force
amin.ghanim,2025-05-26 09:10:00,[],normal
amin.ghanim,2025-05-26 10:05:00,[],normal
amin.ghanim,2025-05-26 10:40:00,['mfa verification failed for user amin.ghanim'],normal
amin.ghanim,2025-05-26 10:50:00,"['téléchargement d’une pièce jointe confidentielle', ""réception d’un email contenant des instructions critiques: recherche 'mot de passe nas'""]",normal
amin.ghanim,2025-05-26 11:30:00,['partage d’un document critique via lien sécurisé'],normal
amin.ghanim,2025-05-26 11:40:00,[],normal
amin.ghanim,2025-05-26 11:55:00,"[""tentative d’accès à un email protégé par mfa: lien 'http://reset.um6p-web.org/security-check'"", 'téléchargement d’un document d’audit sécurité']",normal
amin.ghanim,2025-05-26 12:55:00,['blocage automatique du compte suite à alertes ad'],normal
amin.ghanim,2025-05-26 13:55:00,['password changed for user'],normal
amin.ghanim,2025-05-26 14:05:00,['tentative de bypass sécurité ad'],normal
amin.ghanim,2025-05-26 14:35:00,['requête http avec header modifié'],normal
amin.ghanim,2025-05-26 14:45:00,['user amin.ghanim successfully authenticated'],normal
amin.ghanim,2025-05-26 15:10:00,['demande d’aide pour récupération de mot de passe'],normal
amin.ghanim,2025-05-26 15:55:00,['connexion manuelle confirmée'],normal
amin.ghanim,2025-05-26 16:40:00,['connexion suspecte détectée'],normal
amin.ghanim,2025-05-26 18:25:00,['group membership updated'],normal
amin.ghanim,2025-05-26 21:00:00,[],normal
amin.ghanim,2025-05-26 21:10:00,['authentication ticket renewed'],normal
amin.ghanim,2025-05-26 22:40:00,['group membership updated'],normal
amin.ghanim,2025-05-27 01:45:00,[],normal
amin.ghanim,2025-05-27 03:10:00,['failed logon attempt using service account'],normal
amin.ghanim,2025-05-27 04:05:00,[],normal
amin.ghanim,2025-06-01 09:55:00,[],normal
amin.ghanim,2025-06-01 11:00:00,[],normal
amin.ghanim,2025-06-01 12:55:00,[],normal
amina.talal,2025-05-26 09:20:00,['envoi d’email de rappel pour réunion'],normal
amina.talal,2025-05-26 10:00:00,['échec authentification ad'],normal
amina.talal,2025-05-26 10:05:00,['user amina.talal left group'],normal
amina.talal,2025-05-26 10:15:00,['accès légitime'],normal
amina.talal,2025-05-26 11:15:00,['normal logon - admin workstation'],normal
amina.talal,2025-05-26 12:05:00,['lecture d’un email urgent sur le budget it'],normal
amina.talal,2025-05-26 12:35:00,"[""accès au webmail via un nouveau navigateur: fichier 'plan_continuite_activite_2025.xlsx'"", 'signature de phishing connue détectée']",phishing
amina.talal,2025-05-26 13:00:00,['accès à la boîte mail bloqué par l’administrateur'],normal
amina.talal,2025-05-26 13:50:00,['requête sortante bloquée'],normal
amina.talal,2025-05-26 14:10:00,['new user amina.talal account created'],normal
amina.talal,2025-05-26 14:25:00,[],normal
amina.talal,2025-05-26 14:50:00,['user amina.talal requested access to api_keys'],normal
amina.talal,2025-05-26 16:35:00,[],normal
amina.talal,2025-05-26 16:40:00,['blocage automatique du compte suite à alertes ad'],normal
amina.talal,2025-05-26 18:50:00,[],normal
amina.talal,2025-05-26 21:40:00,[],normal
amina.talal,2025-05-26 22:50:00,['firewall rule removed'],normal
amina.talal,2025-05-27 01:30:00,['audit log cleared'],normal
amina.talal,2025-05-27 03:00:00,[],normal
amina.talal,2025-05-27 04:40:00,['two-factor authentication enabled'],normal
amina.talal,2025-06-01 11:15:00,[],normal
amina.talal,2025-06-01 12:30:00,[],normal
amina.talal,2025-06-01 13:05:00,[],normal
asmaa.rahman,2025-05-26 10:30:00,['configuration file modified'],normal
asmaa.rahman,2025-05-26 11:15:00,['api key deleted for user asmaa.rahman'],normal
asmaa.rahman,2025-05-26 11:20:00,['requête http non conforme'],normal
asmaa.rahman,2025-05-26 11:50:00,['page classée comme site de crypto-mining'],normal
asmaa.rahman,2025-05-26 12:45:00,['téléchargement d’une pièce jointe confidentielle'],normal
asmaa.rahman,2025-05-26 13:50:00,"[""blocage automatique du compte suite à alertes ad: sujet 'demande d’accès temporaire au système'""]",normal
asmaa.rahman,2025-05-26 14:35:00,['fichier exécutable détecté'],normal
asmaa.rahman,2025-05-26 15:40:00,['téléchargement d’un rapport de vulnérabilité réseau'],normal
asmaa.rahman,2025-05-26 16:10:00,['consultation d’un email avec informations stratégiques'],normal
asmaa.rahman,2025-05-26 16:20:00,['tentative de transfert de données sensibles'],normal
asmaa.rahman,2025-05-26 22:55:00,['remote logon - file server'],normal
asmaa.rahman,2025-05-27 00:05:00,[],normal
asmaa.rahman,2025-05-27 01:50:00,[],normal
asmaa.rahman,2025-05-27 03:50:00,[],normal
asmaa.rahman,2025-05-27 05:30:00,['authentication ticket renewed'],normal
asmaa.rahman,2025-06-01 09:40:00,[],normal
asmaa.rahman,2025-06-01 09:55:00,[],normal
asmaa.rahman,2025-06-01 12:45:00,[],normal
aya.zahra,2025-05-26 09:10:00,"['échec accès, utilisateur inconnu']",normal
aya.zahra,2025-05-26 10:10:00,['group policy updated successfully'],normal
aya.zahra,2025-05-26 10:35:00,[],normal
aya.zahra,2025-05-26 11:55:00,['activité suspecte sur poste utilisateur'],normal
aya.zahra,2025-05-26 13:30:00,['user account disabled'],normal
aya.zahra,2025-05-26 13:40:00,['authentication token revoked for user aya.zahra'],normal
aya.zahra,2025-05-26 14:00:00,['partage d’un document critique via lien sécurisé'],normal
aya.zahra,2025-05-26 15:30:00,['connexion bloquée - comportement anormal'],normal
aya.zahra,2025-05-26 17:05:00,['téléchargement autorisé depuis dépôt officiel'],normal
aya.zahra,2025-05-26 20:15:00,['account logged in from multiple locations'],normal
aya.zahra,2025-05-26 23:30:00,['disk space running low'],normal
aya.zahra,2025-05-26 23:40:00,['failed logon attempt using service account'],normal
aya.zahra,2025-05-27 01:40:00,[],normal
aya.zahra,2025-05-27 05:00:00,[],normal
aya.zahra,2025-06-01 09:45:00,[],normal
basil.salama,2025-05-26 09:15:00,[],normal
basil.salama,2025-05-26 10:20:00,['user basil.salama left group'],normal
basil.salama,2025-05-26 12:20:00,['new user basil.salama account created'],normal
basil.salama,2025-05-26 12:55:00,[],normal
basil.salama,2025-05-26 14:35:00,"['bloqué, domaine inconnu']",normal
basil.salama,2025-05-26 14:45:00,['recherche d’emails contenant des mots-clés sensibles'],normal
basil.salama,2025-05-26 15:35:00,['group membership updated'],normal
basil.salama,2025-05-26 16:15:00,['requête suspecte vers cdn externe'],normal
basil.salama,2025-05-26 16:25:00,['system time changed'],normal
basil.salama,2025-05-26 19:45:00,['security policy updated'],normal
basil.salama,2025-05-26 22:50:00,[],normal
basil.salama,2025-05-27 00:55:00,[],normal
basil.salama,2025-05-27 02:40:00,[],normal
basil.salama,2025-05-27 03:25:00,['user password reset by administrator'],normal
basil.salama,2025-05-27 04:00:00,[],normal
basil.salama,2025-06-01 10:40:00,[],normal
basil.salama,2025-06-01 12:40:00,[],normal
basim.zahran,2025-05-26 09:00:00,['réception d’un email avec instructions de déploiement'],normal
basim.zahran,2025-05-26 09:40:00,[],normal
basim.zahran,2025-05-26 09:45:00,[],normal
basim.zahran,2025-05-26 09:50:00,['url classée dans catégorie interdite'],normal
basim.zahran,2025-05-26 09:55:00,[],normal
basim.zahran,2025-05-26 10:50:00,['tentative de phishing détectée'],phishing
basim.zahran,2025-05-26 11:25:00,[],normal
basim.zahran,2025-05-26 11:35:00,['renvoi d’un email avec données sensibles'],normal
basim.zahran,2025-05-26 12:05:00,[],normal
basim.zahran,2025-05-26 12:15:00,['disk space running low'],normal
basim.zahran,2025-05-26 12:55:00,['user basim.zahran shared  with others'],normal
basim.zahran,2025-05-26 13:05:00,['failed logon attempt using service account'],normal
basim.zahran,2025-05-26 14:30:00,['certificate issued'],normal
basim.zahran,2025-05-26 19:35:00,[],normal
basim.zahran,2025-05-26 22:20:00,[],normal
basim.zahran,2025-05-27 01:35:00,[],normal
basim.zahran,2025-06-01 09:20:00,[],normal
basim.zahran,2025-06-01 10:15:00,[],normal
basim.zahran,2025-06-01 11:05:00,[],normal
basim.zahran,2025-06-01 12:35:00,[],normal
bilal.abdelaziz,2025-05-26 09:25:00,['page classée comme site de crypto-mining'],normal
bilal.abdelaziz,2025-05-26 10:20:00,['lecture d’un email interne confidentiel'],normal
bilal.abdelaziz,2025-05-26 10:50:00,['connexion vpn rejetée'],normal
bilal.abdelaziz,2025-05-26 10:55:00,['demande d’accès temporaire pour collaborateur externe'],normal
bilal.abdelaziz,2025-05-26 11:25:00,['blocage d’un lien malveillant intégré dans un email'],normal
bilal.abdelaziz,2025-05-26 11:55:00,['consultation d’un email avec informations stratégiques'],normal
bilal.abdelaziz,2025-05-26 12:15:00,[],normal
bilal.abdelaziz,2025-05-26 12:40:00,['user bilal.abdelaziz joined group'],normal
bilal.abdelaziz,2025-05-26 12:55:00,['protocole non sécurisé utilisé'],normal
bilal.abdelaziz,2025-05-26 14:00:00,['trafic normal'],normal
bilal.abdelaziz,2025-05-26 14:35:00,['login attempt detected for user bilal.abdelaziz'],normal
bilal.abdelaziz,2025-05-26 16:15:00,[],normal
bilal.abdelaziz,2025-05-26 17:15:00,[],normal
bilal.abdelaziz,2025-05-27 05:20:00,['user session disconnected'],normal
bilal.abdelaziz,2025-06-01 10:25:00,[],normal
bilal.abdelaziz,2025-06-01 12:40:00,[],normal
bilal.jaber,2025-05-26 09:05:00,['access denied to jira_projects for user bilal.jaber'],normal
bilal.jaber,2025-05-26 09:10:00,['user logged off'],normal
bilal.jaber,2025-05-26 09:20:00,[],normal
bilal.jaber,2025-05-26 10:25:00,[],normal
bilal.jaber,2025-05-26 10:35:00,['partage d’un document critique via lien sécurisé'],normal
bilal.jaber,2025-05-26 12:10:00,['blocage automatique activé'],normal
bilal.jaber,2025-05-26 12:25:00,['connexion suspecte détectée'],normal
bilal.jaber,2025-05-26 13:15:00,['accès à plusieurs terminaux simultanés suspecté'],normal
bilal.jaber,2025-05-26 15:10:00,['navigation vers site de partage interdit'],normal
bilal.jaber,2025-05-26 15:40:00,"[""tentative d'accès au panneau d'administration""]",normal
bilal.jaber,2025-05-26 15:55:00,[],normal
bilal.jaber,2025-05-26 19:45:00,['user logged off'],normal
bilal.jaber,2025-05-27 04:10:00,['software installed successfully'],normal
bilal.jaber,2025-06-01 12:20:00,[],normal
bilal.jaber,2025-06-01 12:35:00,[],normal
bilal.jaber,2025-06-01 13:10:00,[],normal
bilal.mansour,2025-05-26 09:25:00,['requête vers domaine anonyme'],normal
bilal.mansour,2025-05-26 09:50:00,[],normal
bilal.mansour,2025-05-26 10:00:00,['user bilal.mansour enrolled in mfa'],normal
bilal.mansour,2025-05-26 10:20:00,[],normal
bilal.mansour,2025-05-26 10:25:00,['mfa challenge triggered for user bilal.mansour'],normal
bilal.mansour,2025-05-26 10:35:00,['téléchargement d’une pièce jointe confidentielle'],normal
bilal.mansour,2025-05-26 12:25:00,['user removed from security group'],normal
bilal.mansour,2025-05-26 14:15:00,['exfiltration de données possible'],normal
bilal.mansour,2025-05-26 14:50:00,['utilisateur désactivé a tenté de se connecter'],normal
bilal.mansour,2025-05-26 19:40:00,[],normal
bilal.mansour,2025-05-26 22:10:00,[],normal
bilal.mansour,2025-05-26 22:35:00,[],normal
bilal.mansour,2025-06-01 09:20:00,[],normal
dalia.abdulaziz,2025-05-26 10:50:00,['consultation d’un email de support technique'],normal
dalia.abdulaziz,2025-05-26 11:00:00,['user dalia.abdulaziz stopped sharing'],normal
dalia.abdulaziz,2025-05-26 12:05:00,['lecture d’un email d’alerte sécurité'],normal
dalia.abdulaziz,2025-05-26 12:55:00,['malware detected and quarantined'],normal
dalia.abdulaziz,2025-05-26 13:05:00,['partage sécurisé d’un fichier via mail interne'],normal
dalia.abdulaziz,2025-05-26 13:10:00,"[""modification des droits d’accès à un dossier partagé: lien 'http://vpn-um6p.net/auth'""]",normal
dalia.abdulaziz,2025-05-26 13:30:00,['partage d’un rapport financier avec l’équipe'],normal
dalia.abdulaziz,2025-05-26 13:35:00,['new user dalia.abdulaziz account created'],normal
dalia.abdulaziz,2025-05-26 13:55:00,['access denied to jira_projects for user dalia.abdulaziz'],normal
dalia.abdulaziz,2025-05-26 14:40:00,['téléchargement autorisé depuis dépôt officiel'],normal
dalia.abdulaziz,2025-05-26 16:15:00,['service started successfully'],normal
dalia.abdulaziz,2025-05-26 16:20:00,['envoi d’un email avec des informations financières'],normal
dalia.abdulaziz,2025-05-26 19:55:00,['malware detected and quarantined'],normal
dalia.abdulaziz,2025-05-27 00:10:00,['vpn connection established'],normal
dalia.abdulaziz,2025-06-01 11:30:00,[],normal
dalia.karim,2025-05-26 10:20:00,[],normal
dalia.karim,2025-05-26 10:25:00,['requête http avec header modifié'],normal
dalia.karim,2025-05-26 10:40:00,['account password expired'],normal
dalia.karim,2025-05-26 13:20:00,['password reset initiated for user dalia.karim'],normal
dalia.karim,2025-05-26 13:50:00,['authentication token revoked for user dalia.karim'],normal
dalia.karim,2025-05-26 14:15:00,['lecture d’un email d’alerte sécurité'],normal
dalia.karim,2025-05-26 17:05:00,[],normal
dalia.karim,2025-05-26 17:30:00,[],normal
dalia.karim,2025-05-26 23:05:00,['system time changed'],normal
dalia.karim,2025-05-27 01:30:00,[],normal
dalia.karim,2025-05-27 02:55:00,['failed logon from nearby host'],normal
dalia.karim,2025-05-27 04:55:00,[],normal
dalia.karim,2025-06-01 11:25:00,[],normal
dalia.karim,2025-06-01 12:50:00,[],normal
dalia.karim,2025-06-01 13:15:00,[],normal
dania.kassem,2025-05-26 09:40:00,['suppression d’un email confidentiel: ip 10.10.12.119'],normal
dania.kassem,2025-05-26 10:45:00,[],normal
dania.kassem,2025-05-26 11:15:00,[],normal
dania.kassem,2025-05-26 11:50:00,['téléchargement d’un formulaire officiel'],normal
dania.kassem,2025-05-26 12:10:00,['téléchargement d’un rapport de vulnérabilité réseau'],normal
dania.kassem,2025-05-26 12:25:00,[],normal
dania.kassem,2025-05-26 13:15:00,['requête http non conforme'],normal
dania.kassem,2025-05-26 14:25:00,['data import failed'],normal
dania.kassem,2025-05-26 16:45:00,['accès refusé suite à politique de sécurité renforcée'],normal
dania.kassem,2025-05-26 18:50:00,['user session disconnected'],normal
dania.kassem,2025-05-26 19:45:00,[],normal
dania.kassem,2025-05-26 22:20:00,['unusual network activity detected'],normal
dania.kassem,2025-05-27 01:30:00,[],normal
dania.kassem,2025-05-27 05:00:00,[],normal
dania.kassem,2025-06-01 10:25:00,[],normal
dania.kassem,2025-06-01 10:55:00,[],normal
dania.kassem,2025-06-01 11:00:00,[],normal
dania.kassem,2025-06-01 11:35:00,[],normal
dania.kassem,2025-06-01 11:40:00,[],normal
dania.kassem,2025-06-01 12:20:00,[],normal
dania.kassem,2025-06-01 13:10:00,[],normal
dina.farouk,2025-05-26 09:30:00,[],normal
dina.farouk,2025-05-26 09:50:00,[],normal
dina.farouk,2025-05-26 10:05:00,['déclenchement d’une règle ueba pour trafic inhabituel'],normal
