user_account,time_bucket,events_in_5min,correlated_threat
2,2025-05-26 14:50:00,['connexion bloquée - comportement anormal'],normal
2,2025-05-26 16:50:00,['exécution de script js inconnu'],normal
2,2025-05-26 20:00:00,['malware detected and quarantined'],normal
2,2025-05-27 01:10:00,[],normal
2,2025-05-27 01:25:00,[],normal
2,2025-06-01 10:05:00,[],normal
2,2025-06-01 12:10:00,[],normal
2,2025-06-01 13:05:00,[],normal
3,2025-05-26 09:05:00,['consultation d’un email avec pièce jointe malveillante'],normal
3,2025-05-26 10:00:00,[],normal
3,2025-05-26 10:20:00,['tentative de connexion détectée depuis une ip étrangère'],normal
3,2025-05-26 11:25:00,['api key deleted for user ahmed.alhaj'],normal
3,2025-05-26 13:35:00,['téléchargement d’un document d’audit sécurité'],normal
3,2025-05-26 13:45:00,['utilisation de proxy public détectée'],normal
3,2025-05-26 14:00:00,['login attempt detected for user ahmed.alhaj'],normal
3,2025-05-26 14:25:00,['requête sortante bloquée'],normal
3,2025-05-26 16:25:00,[],normal
3,2025-05-26 17:30:00,[],normal
3,2025-05-26 17:45:00,[],normal
3,2025-05-26 23:20:00,['system rebooted'],normal
3,2025-05-26 23:45:00,[],normal
3,2025-05-27 01:45:00,[],normal
3,2025-05-27 04:50:00,['attempt to read ad schema'],normal
3,2025-05-27 05:40:00,['backup failed'],normal
3,2025-06-01 09:35:00,[],normal
3,2025-06-01 10:00:00,[],normal
3,2025-06-01 11:20:00,[],normal
4,2025-05-26 09:10:00,['lecture d’un email important concernant la réunion um6p'],normal
4,2025-05-26 09:30:00,"[""accès à la messagerie via vpn sécurisé: sujet 'demande d’accès temporaire au système'""]",normal
4,2025-05-26 09:40:00,['audit log cleared'],normal
4,2025-05-26 10:55:00,['signature de phishing connue détectée'],phishing
4,2025-05-26 11:20:00,['tentative de connexion détectée depuis une ip étrangère'],normal
4,2025-05-26 12:30:00,['user ahmed.alsayed attempted to escalate permissions'],normal
4,2025-05-26 12:35:00,[],normal
4,2025-05-26 13:55:00,['failed logon attempt from unusual client'],normal
4,2025-05-26 14:20:00,['api key deleted for user ahmed.alsayed'],normal
4,2025-05-26 15:25:00,['demande d’aide pour récupération de mot de passe'],normal
4,2025-05-26 15:30:00,['connexion rapide et répétée au même endpoint'],normal
4,2025-05-26 15:45:00,['connexion rapide et répétée au même endpoint'],normal
4,2025-05-26 16:50:00,['accès détecté en dehors des heures ouvrables'],normal
4,2025-05-26 17:00:00,['user logged off'],normal
4,2025-06-01 09:50:00,[],normal
4,2025-06-01 11:45:00,[],normal
5,2025-05-26 10:20:00,['connexion suspecte détectée'],normal
5,2025-05-26 10:30:00,"['access granted to confidential_docs for user ahmed.bakr', 'api key created for user ahmed.bakr']",normal
5,2025-05-26 10:50:00,['échec d’authentification via un nouvel appareil'],normal
5,2025-05-26 11:25:00,['accès refusé suite à politique de sécurité renforcée'],normal
5,2025-05-26 11:30:00,['envoi d’un email de validation pour action urgente'],normal
5,2025-05-26 12:15:00,['backup failed'],normal
5,2025-05-26 13:10:00,['connexion à une base de données non sécurisée'],normal
5,2025-05-26 13:35:00,['connexion vers api externe non reconnue'],normal
5,2025-05-26 13:55:00,"[""tentative d'accès externe non autorisé""]",normal
5,2025-05-26 14:00:00,['unauthorized access attempt blocked'],normal
5,2025-05-26 14:10:00,['user account enabled'],normal
5,2025-05-26 14:20:00,['mfa challenge triggered for user ahmed.bakr'],normal
5,2025-05-26 16:45:00,['protocole anormal utilisé pour post'],normal
5,2025-05-26 17:25:00,['failed logon attempt using service account'],normal
5,2025-05-26 20:05:00,[],normal
5,2025-05-26 20:45:00,[],normal
5,2025-05-26 22:25:00,[],normal
5,2025-05-27 03:10:00,['software removed successfully'],normal
5,2025-05-27 03:50:00,[],normal
5,2025-06-01 09:55:00,[],normal
5,2025-06-01 10:35:00,[],normal
5,2025-06-01 11:35:00,[],normal
5,2025-06-01 12:10:00,[],normal
5,2025-06-01 13:15:00,[],normal
6,2025-05-26 09:40:00,['connexion simultanée depuis plusieurs pays'],normal
6,2025-05-26 10:15:00,['configuration file modified'],normal
6,2025-05-26 10:25:00,"['téléversement interdit détecté', 'signalement d’une tentative de fraude bancaire']",normal
6,2025-05-26 11:10:00,['navigation anormale détectée'],normal
6,2025-05-26 12:20:00,['tentative de spoofing réseau'],normal
6,2025-05-26 13:45:00,['requête http bloquée'],normal
6,2025-05-26 15:50:00,"['connexion bloquée - comportement anormal', 'utilisateur désactivé a tenté de se connecter']",normal
6,2025-05-26 17:00:00,['lien suspect partagé via messagerie interne'],normal
6,2025-05-26 17:25:00,[],normal
6,2025-05-27 04:45:00,['backup failed'],normal
6,2025-06-01 09:50:00,[],normal
6,2025-06-01 10:10:00,[],normal
6,2025-06-01 10:35:00,[],normal
6,2025-06-01 11:15:00,[],normal
6,2025-06-01 11:45:00,[],normal
6,2025-06-01 11:55:00,[],normal
6,2025-06-01 12:05:00,[],normal
7,2025-05-26 09:00:00,"['user alaa.salem account disabled', 'connexion rapide et répétée au même endpoint']",normal
7,2025-05-26 10:35:00,[],normal
7,2025-05-26 11:20:00,['system time changed'],normal
7,2025-05-26 11:25:00,['connexion sécurisée'],normal
7,2025-05-26 12:15:00,['multiples connexions simultanées détectées'],normal
7,2025-05-26 12:20:00,['user alaa.salem successfully authenticated'],normal
7,2025-05-26 12:40:00,['renvoi d’un email avec données sensibles'],normal
7,2025-05-26 12:50:00,"[""suppression d’un email de phishing détecté: fichier 'rapport_incident_informatique.docx'""]",phishing
7,2025-05-26 12:55:00,['signalement d’email frauduleux via le portail'],normal
7,2025-05-26 15:20:00,[],normal
7,2025-05-26 17:10:00,[],normal
7,2025-05-26 18:30:00,[],normal
7,2025-05-26 23:20:00,[],normal
7,2025-05-27 01:05:00,['failed logon attempt from unusual client'],normal
7,2025-05-27 05:20:00,['group policy updated successfully'],normal
7,2025-05-27 05:25:00,['network interface enabled'],normal
7,2025-06-01 10:55:00,[],normal
7,2025-06-01 11:25:00,[],normal
7,2025-06-01 13:05:00,[],normal
8,2025-05-26 09:10:00,"['fichier téléchargé analysé, pas de menace']",normal
8,2025-05-26 09:15:00,"['téléchargement d’un manuel d’accès vpn', 'api key created for user ali.mostafa']",normal
8,2025-05-26 09:30:00,"[""signalement d’un phishing à l’équipe sécurité: fichier 'fichier_backup_db.sql'""]",phishing
8,2025-05-26 09:35:00,['requête redondante sur même endpoint'],normal
8,2025-05-26 11:35:00,['envoi d’un email de validation pour action urgente: compte ali.mostafa'],normal
8,2025-05-26 11:40:00,['notification d’une nouvelle règle de sécurité mail'],normal
8,2025-05-26 12:10:00,['tentative de connexion brute force'],normal
8,2025-05-26 13:25:00,['modification des droits d’accès à un dossier partagé'],normal
8,2025-05-26 13:35:00,['accès refusé suite à politique de sécurité renforcée: compte ali.mostafa'],normal
8,2025-05-26 13:40:00,['password changed for user'],normal
8,2025-05-26 13:55:00,['connexion rapide et répétée au même endpoint'],normal
8,2025-05-26 14:10:00,"[""accès au webmail via un nouveau navigateur: fichier 'dossier_risques_informatiques.pdf' envoyé à 'samir.elghazali@mail.com'""]",normal
8,2025-05-26 14:30:00,"['connexion autorisée, surveillance active']",normal
8,2025-05-26 14:40:00,[],normal
8,2025-05-26 15:55:00,[],normal
8,2025-05-26 16:30:00,['téléchargement de script bloqué'],normal
8,2025-05-26 16:45:00,[],normal
8,2025-05-26 19:35:00,['enumeration of admin group'],normal
8,2025-05-27 01:15:00,['user password reset by administrator'],normal
8,2025-05-27 04:50:00,[],normal
8,2025-06-01 10:15:00,[],normal
8,2025-06-01 13:00:00,[],normal
9,2025-05-26 09:00:00,['Multiple failed login attempts'],brute_force
9,2025-05-26 09:10:00,['Multiple failed login attempts'],brute_force
9,2025-05-26 09:40:00,['Multiple failed login attempts'],brute_force
9,2025-05-26 09:45:00,['Multiple failed login attempts'],brute_force
9,2025-05-26 10:10:00,"['Multiple failed login attempts', 'Multiple failed login attempts']",brute_force
9,2025-05-26 10:25:00,['Multiple failed login attempts'],brute_force
9,2025-05-26 10:35:00,['Multiple failed login attempts'],brute_force
9,2025-05-26 10:55:00,['Multiple failed login attempts'],brute_force
10,2025-05-26 09:10:00,[],normal
10,2025-05-26 10:05:00,[],normal
10,2025-05-26 10:40:00,['mfa verification failed for user amin.ghanim'],normal
10,2025-05-26 10:50:00,"['téléchargement d’une pièce jointe confidentielle', ""réception d’un email contenant des instructions critiques: recherche 'mot de passe nas'""]",normal
10,2025-05-26 11:30:00,['partage d’un document critique via lien sécurisé'],normal
10,2025-05-26 11:40:00,[],normal
10,2025-05-26 11:55:00,"[""tentative d’accès à un email protégé par mfa: lien 'http://reset.um6p-web.org/security-check'"", 'téléchargement d’un document d’audit sécurité']",normal
10,2025-05-26 12:55:00,['blocage automatique du compte suite à alertes ad'],normal
10,2025-05-26 13:55:00,['password changed for user'],normal
10,2025-05-26 14:05:00,['tentative de bypass sécurité ad'],normal
10,2025-05-26 14:35:00,['requête http avec header modifié'],normal
10,2025-05-26 14:45:00,['user amin.ghanim successfully authenticated'],normal
10,2025-05-26 15:10:00,['demande d’aide pour récupération de mot de passe'],normal
10,2025-05-26 15:55:00,['connexion manuelle confirmée'],normal
10,2025-05-26 16:40:00,['connexion suspecte détectée'],normal
10,2025-05-26 18:25:00,['group membership updated'],normal
10,2025-05-26 21:00:00,[],normal
10,2025-05-26 21:10:00,['authentication ticket renewed'],normal
10,2025-05-26 22:40:00,['group membership updated'],normal
10,2025-05-27 01:45:00,[],normal
10,2025-05-27 03:10:00,['failed logon attempt using service account'],normal
10,2025-05-27 04:05:00,[],normal
10,2025-06-01 09:55:00,[],normal
10,2025-06-01 11:00:00,[],normal
10,2025-06-01 12:55:00,[],normal
11,2025-05-26 09:20:00,['envoi d’email de rappel pour réunion'],normal
11,2025-05-26 10:00:00,['échec authentification ad'],normal
11,2025-05-26 10:05:00,['user amina.talal left group'],normal
11,2025-05-26 10:15:00,['accès légitime'],normal
11,2025-05-26 11:15:00,['normal logon - admin workstation'],normal
11,2025-05-26 12:05:00,['lecture d’un email urgent sur le budget it'],normal
11,2025-05-26 12:35:00,"[""accès au webmail via un nouveau navigateur: fichier 'plan_continuite_activite_2025.xlsx'"", 'signature de phishing connue détectée']",phishing
11,2025-05-26 13:00:00,['accès à la boîte mail bloqué par l’administrateur'],normal
11,2025-05-26 13:50:00,['requête sortante bloquée'],normal
11,2025-05-26 14:10:00,['new user amina.talal account created'],normal
11,2025-05-26 14:25:00,[],normal
11,2025-05-26 14:50:00,['user amina.talal requested access to api_keys'],normal
11,2025-05-26 16:35:00,[],normal
11,2025-05-26 16:40:00,['blocage automatique du compte suite à alertes ad'],normal
11,2025-05-26 18:50:00,[],normal
11,2025-05-26 21:40:00,[],normal
11,2025-05-26 22:50:00,['firewall rule removed'],normal
11,2025-05-27 01:30:00,['audit log cleared'],normal
11,2025-05-27 03:00:00,[],normal
11,2025-05-27 04:40:00,['two-factor authentication enabled'],normal
11,2025-06-01 11:15:00,[],normal
11,2025-06-01 12:30:00,[],normal
11,2025-06-01 13:05:00,[],normal
12,2025-05-26 10:30:00,['configuration file modified'],normal
12,2025-05-26 11:15:00,['api key deleted for user asmaa.rahman'],normal
12,2025-05-26 11:20:00,['requête http non conforme'],normal
12,2025-05-26 11:50:00,['page classée comme site de crypto-mining'],normal
12,2025-05-26 12:45:00,['téléchargement d’une pièce jointe confidentielle'],normal
12,2025-05-26 13:50:00,"[""blocage automatique du compte suite à alertes ad: sujet 'demande d’accès temporaire au système'""]",normal
12,2025-05-26 14:35:00,['fichier exécutable détecté'],normal
12,2025-05-26 15:40:00,['téléchargement d’un rapport de vulnérabilité réseau'],normal
12,2025-05-26 16:10:00,['consultation d’un email avec informations stratégiques'],normal
12,2025-05-26 16:20:00,['tentative de transfert de données sensibles'],normal
12,2025-05-26 22:55:00,['remote logon - file server'],normal
12,2025-05-27 00:05:00,[],normal
12,2025-05-27 01:50:00,[],normal
12,2025-05-27 03:50:00,[],normal
12,2025-05-27 05:30:00,['authentication ticket renewed'],normal
12,2025-06-01 09:40:00,[],normal
12,2025-06-01 09:55:00,[],normal
12,2025-06-01 12:45:00,[],normal
13,2025-05-26 09:10:00,"['échec accès, utilisateur inconnu']",normal
13,2025-05-26 10:10:00,['group policy updated successfully'],normal
13,2025-05-26 10:35:00,[],normal
13,2025-05-26 11:55:00,['activité suspecte sur poste utilisateur'],normal
13,2025-05-26 13:30:00,['user account disabled'],normal
13,2025-05-26 13:40:00,['authentication token revoked for user aya.zahra'],normal
13,2025-05-26 14:00:00,['partage d’un document critique via lien sécurisé'],normal
13,2025-05-26 15:30:00,['connexion bloquée - comportement anormal'],normal
13,2025-05-26 17:05:00,['téléchargement autorisé depuis dépôt officiel'],normal
13,2025-05-26 20:15:00,['account logged in from multiple locations'],normal
13,2025-05-26 23:30:00,['disk space running low'],normal
13,2025-05-26 23:40:00,['failed logon attempt using service account'],normal
13,2025-05-27 01:40:00,[],normal
13,2025-05-27 05:00:00,[],normal
13,2025-06-01 09:45:00,[],normal
14,2025-05-26 09:15:00,[],normal
14,2025-05-26 10:20:00,['user basil.salama left group'],normal
14,2025-05-26 12:20:00,['new user basil.salama account created'],normal
14,2025-05-26 12:55:00,[],normal
14,2025-05-26 14:35:00,"['bloqué, domaine inconnu']",normal
14,2025-05-26 14:45:00,['recherche d’emails contenant des mots-clés sensibles'],normal
14,2025-05-26 15:35:00,['group membership updated'],normal
14,2025-05-26 16:15:00,['requête suspecte vers cdn externe'],normal
14,2025-05-26 16:25:00,['system time changed'],normal
14,2025-05-26 19:45:00,['security policy updated'],normal
14,2025-05-26 22:50:00,[],normal
14,2025-05-27 00:55:00,[],normal
14,2025-05-27 02:40:00,[],normal
14,2025-05-27 03:25:00,['user password reset by administrator'],normal
14,2025-05-27 04:00:00,[],normal
14,2025-06-01 10:40:00,[],normal
14,2025-06-01 12:40:00,[],normal
15,2025-05-26 09:00:00,['réception d’un email avec instructions de déploiement'],normal
15,2025-05-26 09:40:00,[],normal
15,2025-05-26 09:45:00,[],normal
15,2025-05-26 09:50:00,['url classée dans catégorie interdite'],normal
15,2025-05-26 09:55:00,[],normal
15,2025-05-26 10:50:00,['tentative de phishing détectée'],phishing
15,2025-05-26 11:25:00,[],normal
15,2025-05-26 11:35:00,['renvoi d’un email avec données sensibles'],normal
15,2025-05-26 12:05:00,[],normal
15,2025-05-26 12:15:00,['disk space running low'],normal
15,2025-05-26 12:55:00,['user basim.zahran shared  with others'],normal
15,2025-05-26 13:05:00,['failed logon attempt using service account'],normal
15,2025-05-26 14:30:00,['certificate issued'],normal
15,2025-05-26 19:35:00,[],normal
15,2025-05-26 22:20:00,[],normal
15,2025-05-27 01:35:00,[],normal
15,2025-06-01 09:20:00,[],normal
15,2025-06-01 10:15:00,[],normal
15,2025-06-01 11:05:00,[],normal
15,2025-06-01 12:35:00,[],normal
16,2025-05-26 09:25:00,['page classée comme site de crypto-mining'],normal
16,2025-05-26 10:20:00,['lecture d’un email interne confidentiel'],normal
16,2025-05-26 10:50:00,['connexion vpn rejetée'],normal
16,2025-05-26 10:55:00,['demande d’accès temporaire pour collaborateur externe'],normal
16,2025-05-26 11:25:00,['blocage d’un lien malveillant intégré dans un email'],normal
16,2025-05-26 11:55:00,['consultation d’un email avec informations stratégiques'],normal
16,2025-05-26 12:15:00,[],normal
16,2025-05-26 12:40:00,['user bilal.abdelaziz joined group'],normal
16,2025-05-26 12:55:00,['protocole non sécurisé utilisé'],normal
16,2025-05-26 14:00:00,['trafic normal'],normal
16,2025-05-26 14:35:00,['login attempt detected for user bilal.abdelaziz'],normal
16,2025-05-26 16:15:00,[],normal
16,2025-05-26 17:15:00,[],normal
16,2025-05-27 05:20:00,['user session disconnected'],normal
16,2025-06-01 10:25:00,[],normal
16,2025-06-01 12:40:00,[],normal
17,2025-05-26 09:05:00,['access denied to jira_projects for user bilal.jaber'],normal
17,2025-05-26 09:10:00,['user logged off'],normal
17,2025-05-26 09:20:00,[],normal
17,2025-05-26 10:25:00,[],normal
17,2025-05-26 10:35:00,['partage d’un document critique via lien sécurisé'],normal
17,2025-05-26 12:10:00,['blocage automatique activé'],normal
17,2025-05-26 12:25:00,['connexion suspecte détectée'],normal
17,2025-05-26 13:15:00,['accès à plusieurs terminaux simultanés suspecté'],normal
17,2025-05-26 15:10:00,['navigation vers site de partage interdit'],normal
17,2025-05-26 15:40:00,"[""tentative d'accès au panneau d'administration""]",normal
17,2025-05-26 15:55:00,[],normal
17,2025-05-26 19:45:00,['user logged off'],normal
17,2025-05-27 04:10:00,['software installed successfully'],normal
17,2025-06-01 12:20:00,[],normal
17,2025-06-01 12:35:00,[],normal
17,2025-06-01 13:10:00,[],normal
18,2025-05-26 09:25:00,['requête vers domaine anonyme'],normal
18,2025-05-26 09:50:00,[],normal
18,2025-05-26 10:00:00,['user bilal.mansour enrolled in mfa'],normal
18,2025-05-26 10:20:00,[],normal
18,2025-05-26 10:25:00,['mfa challenge triggered for user bilal.mansour'],normal
18,2025-05-26 10:35:00,['téléchargement d’une pièce jointe confidentielle'],normal
18,2025-05-26 12:25:00,['user removed from security group'],normal
18,2025-05-26 14:15:00,['exfiltration de données possible'],normal
18,2025-05-26 14:50:00,['utilisateur désactivé a tenté de se connecter'],normal
18,2025-05-26 19:40:00,[],normal
18,2025-05-26 22:10:00,[],normal
18,2025-05-26 22:35:00,[],normal
18,2025-06-01 09:20:00,[],normal
19,2025-05-26 10:50:00,['consultation d’un email de support technique'],normal
19,2025-05-26 11:00:00,['user dalia.abdulaziz stopped sharing'],normal
19,2025-05-26 12:05:00,['lecture d’un email d’alerte sécurité'],normal
19,2025-05-26 12:55:00,['malware detected and quarantined'],normal
19,2025-05-26 13:05:00,['partage sécurisé d’un fichier via mail interne'],normal
19,2025-05-26 13:10:00,"[""modification des droits d’accès à un dossier partagé: lien 'http://vpn-um6p.net/auth'""]",normal
19,2025-05-26 13:30:00,['partage d’un rapport financier avec l’équipe'],normal
19,2025-05-26 13:35:00,['new user dalia.abdulaziz account created'],normal
19,2025-05-26 13:55:00,['access denied to jira_projects for user dalia.abdulaziz'],normal
19,2025-05-26 14:40:00,['téléchargement autorisé depuis dépôt officiel'],normal
19,2025-05-26 16:15:00,['service started successfully'],normal
19,2025-05-26 16:20:00,['envoi d’un email avec des informations financières'],normal
19,2025-05-26 19:55:00,['malware detected and quarantined'],normal
19,2025-05-27 00:10:00,['vpn connection established'],normal
19,2025-06-01 11:30:00,[],normal
20,2025-05-26 10:20:00,[],normal
20,2025-05-26 10:25:00,['requête http avec header modifié'],normal
20,2025-05-26 10:40:00,['account password expired'],normal
20,2025-05-26 13:20:00,['password reset initiated for user dalia.karim'],normal
20,2025-05-26 13:50:00,['authentication token revoked for user dalia.karim'],normal
20,2025-05-26 14:15:00,['lecture d’un email d’alerte sécurité'],normal
20,2025-05-26 17:05:00,[],normal
20,2025-05-26 17:30:00,[],normal
20,2025-05-26 23:05:00,['system time changed'],normal
20,2025-05-27 01:30:00,[],normal
20,2025-05-27 02:55:00,['failed logon from nearby host'],normal
20,2025-05-27 04:55:00,[],normal
20,2025-06-01 11:25:00,[],normal
20,2025-06-01 12:50:00,[],normal
20,2025-06-01 13:15:00,[],normal
21,2025-05-26 09:40:00,['suppression d’un email confidentiel: ip 10.10.12.119'],normal
21,2025-05-26 10:45:00,[],normal
21,2025-05-26 11:15:00,[],normal
21,2025-05-26 11:50:00,['téléchargement d’un formulaire officiel'],normal
21,2025-05-26 12:10:00,['téléchargement d’un rapport de vulnérabilité réseau'],normal
21,2025-05-26 12:25:00,[],normal
21,2025-05-26 13:15:00,['requête http non conforme'],normal
21,2025-05-26 14:25:00,['data import failed'],normal
21,2025-05-26 16:45:00,['accès refusé suite à politique de sécurité renforcée'],normal
21,2025-05-26 18:50:00,['user session disconnected'],normal
21,2025-05-26 19:45:00,[],normal
21,2025-05-26 22:20:00,['unusual network activity detected'],normal
21,2025-05-27 01:30:00,[],normal
21,2025-05-27 05:00:00,[],normal
21,2025-06-01 10:25:00,[],normal
21,2025-06-01 10:55:00,[],normal
21,2025-06-01 11:00:00,[],normal
21,2025-06-01 11:35:00,[],normal
21,2025-06-01 11:40:00,[],normal
21,2025-06-01 12:20:00,[],normal
21,2025-06-01 13:10:00,[],normal
22,2025-05-26 09:30:00,[],normal
22,2025-05-26 09:50:00,[],normal
22,2025-05-26 10:05:00,['déclenchement d’une règle ueba pour trafic inhabituel'],normal
22,2025-05-26 10:40:00,"[""suppression d’un email suite à demande de sécurité: fichier 'fichier_backup_reseau.sql'""]",normal
22,2025-05-26 11:30:00,['role  revoked from user dina.farouk'],normal
22,2025-05-26 11:50:00,['téléchargement d’un manuel d’accès vpn'],normal
22,2025-05-26 12:25:00,['blocage d’un lien malveillant intégré dans un email'],normal
22,2025-05-26 13:30:00,['permissions changed for user dina.farouk'],normal
22,2025-05-26 13:45:00,['tentative de connexion détectée depuis une ip étrangère'],normal
22,2025-05-26 14:00:00,['consultation d’un email avec informations stratégiques'],normal
22,2025-05-26 14:25:00,['api key created for user dina.farouk'],normal
22,2025-05-26 15:15:00,['téléchargement d’une archive mail pour archivage: compte dina.farouk'],normal
22,2025-05-26 15:20:00,['signalement d’une tentative de fraude bancaire: compte dina.farouk'],normal
22,2025-05-26 16:05:00,['system time changed'],normal
22,2025-05-26 17:05:00,"[""tentative d'accès au panneau d'administration""]",normal
22,2025-05-26 17:10:00,[],normal
22,2025-05-26 18:40:00,['failed logon attempt using service account'],normal
22,2025-05-27 03:05:00,[],normal
22,2025-05-27 03:25:00,['file system permissions changed'],normal
22,2025-06-01 10:10:00,[],normal
22,2025-06-01 10:35:00,[],normal
22,2025-06-01 10:55:00,[],normal
22,2025-06-01 12:55:00,[],normal
23,2025-05-26 09:10:00,['transfert d’un email à un client externe: ip 10.10.12.84'],normal
23,2025-05-26 09:50:00,['accès autorisé - utilisateur validé'],normal
23,2025-05-26 10:35:00,['lien accédé plusieurs fois en quelques secondes'],normal
23,2025-05-26 11:05:00,['new iam policy applied to user dina.rashid'],normal
23,2025-05-26 12:15:00,['access granted to backup_bucket for user dina.rashid'],normal
23,2025-05-26 12:40:00,['failed login attempt for user dina.rashid'],brute_force
23,2025-05-26 13:00:00,['accès administratif réussi'],normal
23,2025-05-26 13:50:00,['remote logon - file server'],normal
23,2025-05-26 14:40:00,['file system permissions changed'],normal
23,2025-05-26 15:25:00,[],normal
23,2025-05-26 17:20:00,[],normal
23,2025-05-26 18:30:00,[],normal
23,2025-05-26 22:25:00,['malware detected and quarantined'],normal
23,2025-05-26 22:50:00,[],normal
23,2025-06-01 10:05:00,[],normal
23,2025-06-01 10:50:00,[],normal
23,2025-06-01 11:05:00,[],normal
23,2025-06-01 11:15:00,[],normal
24,2025-05-26 09:00:00,['envoi d’un email au support informatique'],normal
24,2025-05-26 09:20:00,['session terminated for user fadi.kassem'],normal
24,2025-05-26 09:50:00,[],normal
24,2025-05-26 10:10:00,['signalement d’un email spam suspect'],normal
24,2025-05-26 11:15:00,['renvoi d’un email avec données sensibles'],normal
24,2025-05-26 12:35:00,['authentication token revoked for user fadi.kassem'],normal
24,2025-05-26 13:25:00,['permissions changed for user fadi.kassem'],normal
24,2025-05-26 14:35:00,['user fadi.kassem attempted to escalate permissions'],normal
24,2025-05-26 15:10:00,['téléchargement d’une pièce jointe confidentielle: ip 10.10.12.31'],normal
24,2025-05-26 15:25:00,"['vpn connection terminated', 'envoi d’email de rappel pour réunion']",normal
24,2025-05-26 16:40:00,['envoi d’email de rappel pour réunion'],normal
24,2025-05-26 17:50:00,['service stopped unexpectedly'],normal
24,2025-05-27 02:45:00,['disk space running low'],normal
24,2025-06-01 09:00:00,[],normal
24,2025-06-01 09:50:00,[],normal
24,2025-06-01 10:50:00,[],normal
24,2025-06-01 11:30:00,[],normal
24,2025-06-01 11:45:00,[],normal
24,2025-06-01 11:55:00,[],normal
24,2025-06-01 12:55:00,[],normal
25,2025-05-26 09:40:00,['accès refusé - domaine blacklisté'],normal
25,2025-05-26 10:05:00,['partage d’un document critique via lien sécurisé'],normal
25,2025-05-26 10:20:00,['réception d’un email avec instructions de déploiement'],normal
25,2025-05-26 10:35:00,['signalement d’email frauduleux via le portail'],normal
25,2025-05-26 10:45:00,['configuration file modified'],normal
25,2025-05-26 11:10:00,[],normal
25,2025-05-26 11:20:00,['domaine récemment enregistré'],normal
25,2025-05-26 11:40:00,"[""demande d’aide pour récupération de mot de passe: ip 10.10.12.50, appareil 'surface-go'""]",normal
25,2025-05-26 13:00:00,['demande d’accès temporaire pour collaborateur externe'],normal
25,2025-05-26 13:40:00,['accès refusé suite à politique de sécurité renforcée: compte fahd.saadi'],normal
25,2025-05-26 16:00:00,['navigation anormale détectée'],normal
25,2025-05-26 16:40:00,['requête http avec header modifié'],normal
25,2025-05-26 20:10:00,['failed logon from nearby host'],normal
25,2025-05-26 22:10:00,['software removed successfully'],normal
25,2025-05-26 22:55:00,[],normal
25,2025-05-27 00:30:00,['unusual network activity detected'],normal
25,2025-05-27 02:10:00,[],normal
25,2025-06-01 09:55:00,[],normal
25,2025-06-01 10:00:00,[],normal
25,2025-06-01 10:15:00,[],normal
