event_time,log_source_type,event_id,threat_identifier,user_account,user_privilege_level,host_name,workstation_name,machine_name,operating_system,source_ip_address,source_port_number,destination_ip_address,destination_port_number,client_ip_address,destination_domain,network_domain,network_protocol,security_action,event_severity,event_status,status_reason,event_category,detection_rule,security_verdict,alert_type,resource_url,http_method,user_agent_string,resource_name,affected_object,target_resource,file_accessed_path,file_path,process_name,parent_process_name,access_mask,event_description,event_details,log_message,raw_event_data,log_facility,status_code,event_location,bytes_sent_total,bytes_received_total,application_name,hour,minute,time_bucket,anomaly_cluster,dbscan_status,events_in_5min,correlated_threat
2025-05-26 09:04:10,2,-1,0,143,,,,,,192.168.1.28,14133.0,31.13.71.36,646.0,0.0.0.0,,,tcp,allow,,,,remote-access,allow-ldp,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,7674,2954,30,9,4,2025-05-26 09:00:00,0,normal,[],normal
2025-05-26 09:04:12,2,-1,0,143,,,,,,192.168.1.52,15249.0,8.8.8.8,80.0,0.0.0.0,,,tcp,allow,,,,web,allow-http,,,unknown_url,,"""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/115.0""",,,,none,,,,,,,no_message,,,,,1072,869,15,9,4,2025-05-26 09:00:00,0,normal,[],normal
2025-05-26 09:04:20,4,-1,0,24,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,account_reactivated,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,envoi d’un email au support informatique,,no_message,,,,,0,0,61,9,4,2025-05-26 09:00:00,0,normal,['envoi d’un email au support informatique'],normal
2025-05-26 09:04:28,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,3,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,"Interface GigabitEthernet0/0, changed state to up",,link,updown,um6p,0,0,61,9,4,2025-05-26 09:00:00,0,normal,[],normal
2025-05-26 09:04:28,4,-1,0,156,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_search,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,téléchargement d’un fichier csv utilisateur: recherche 'contact support sécurité',,no_message,,,,,0,0,61,9,4,2025-05-26 09:00:00,0,normal,"[""téléchargement d’un fichier csv utilisateur: recherche 'contact support sécurité'""]",normal
2025-05-26 09:04:30,4,-1,0,15,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,security_alert_acknowledged,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,réception d’un email avec instructions de déploiement,,no_message,,,,,0,0,61,9,4,2025-05-26 09:00:00,0,normal,['réception d’un email avec instructions de déploiement'],normal
2025-05-26 09:04:30,2,-1,0,143,,,,,,192.168.1.30,18678.0,52.239.148.88,1701.0,0.0.0.0,,,udp,allow,,,,vpn,allow-l2tp,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,5545,7409,27,9,4,2025-05-26 09:00:00,0,normal,[],normal
2025-05-26 09:04:39,2,-1,0,143,,,,,,192.168.1.66,33102.0,206.189.0.1,990.0,0.0.0.0,,,tcp,allow,,,,file-transfer,allow-ftps-control,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,2585,3068,11,9,4,2025-05-26 09:00:00,0,normal,[],normal
2025-05-26 09:04:39,5,-1,0,78,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.2,,suspicious-mirror.com,,,,,,,,,,http://suspicious-mirror.com/download.exe,post,unknown_agent,,,,none,,,,,"bloqué, domaine inconnu",,no_message,,,,,0,0,61,9,4,2025-05-26 09:00:00,0,normal,"['bloqué, domaine inconnu']",normal
2025-05-26 09:04:49,4,-1,0,148,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_rule_created,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,téléchargement d’un rapport de vulnérabilité réseau,,no_message,,,,,0,0,61,9,4,2025-05-26 09:00:00,0,normal,['téléchargement d’un rapport de vulnérabilité réseau'],normal
2025-05-26 09:05:02,4,-1,0,96,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_forwarded_external,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,multiples connexions simultanées détectées,,no_message,,,,,0,0,61,9,5,2025-05-26 09:05:00,0,normal,['multiples connexions simultanées détectées'],normal
2025-05-26 09:05:06,3,-1,0,17,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,access_denied,,,,,,,,unknown_url,,unknown_agent,jira_projects,,,none,,,,,access denied to jira_projects for user bilal.jaber,,no_message,,,,,0,0,61,9,5,2025-05-26 09:05:00,0,normal,['access denied to jira_projects for user bilal.jaber'],normal
2025-05-26 09:05:10,5,-1,0,35,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.118,,helpdesk.um6p.ma,,,,,,,,,,http://helpdesk.um6p.ma/reset-password,get,unknown_agent,,,,none,,,,,trafic inhabituel détecté,,no_message,,,,,0,0,61,9,5,2025-05-26 09:05:00,0,normal,['trafic inhabituel détecté'],normal
2025-05-26 09:05:12,2,-1,0,143,,,,,,192.168.1.58,9067.0,172.217.22.14,161.0,0.0.0.0,,,udp,allow,,,,network-services,allow-snmp,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4484,3380,55,9,5,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:05:13,7,-1,0,142,,pc-yasmeen,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,benign,,unknown_url,,unknown_agent,,,,none,document_veille_technologique.pdf,,,,,,no_message,correlationlog,,,,0,0,61,9,5,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:05:34,4,-1,0,113,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,upload_attachment,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,tentative d’accès à un email protégé par mfa,,no_message,,,,,0,0,61,9,5,2025-05-26 09:05:00,0,normal,['tentative d’accès à un email protégé par mfa'],normal
2025-05-26 09:05:45,4,-1,0,147,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,security_alert_acknowledged,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,accès à la messagerie via vpn sécurisé,,no_message,,,,,0,0,61,9,5,2025-05-26 09:05:00,0,normal,['accès à la messagerie via vpn sécurisé'],normal
2025-05-26 09:05:48,0,4733,0,29,,,um6p-fin02,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.5.6.7,,,,,,,,,,,,unknown_url,,unknown_agent,,,helpdesk,none,,,,,configuration file modified,,no_message,,,,,0,0,61,9,5,2025-05-26 09:05:00,0,normal,['configuration file modified'],normal
2025-05-26 09:05:55,1,-1,0,37,,pc-salma,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,http,,low,allowed,userrequest,,,,unauthorized access attempt,unknown_url,,unknown_agent,,,,C:\Windows\System32\cmd.exe,,explorer.exe,cmd.exe,,,,no_message,,,,,0,0,61,9,5,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:05:59,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Route to 192.168.10.0/24 via 192.168.10.125 removed,,routing,update,um6p,0,0,61,9,5,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:06:18,3,-1,0,109,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,access_request,,,,,,,,unknown_url,,unknown_agent,user_roles,,,none,,,,,user rami.salim requested access to user_roles,,no_message,,,,,0,0,61,9,6,2025-05-26 09:05:00,0,normal,['user rami.salim requested access to user_roles'],normal
2025-05-26 09:06:25,2,-1,0,143,,,,,,192.168.1.94,7605.0,23.23.23.23,8443.0,0.0.0.0,,,tcp,allow,,,,web,allow-https-alt,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,8428,5047,19,9,6,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:06:54,5,-1,0,60,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.85,,iot.um6p.ma,,,,,,,,,,http://iot.um6p.ma/devices/status,post,unknown_agent,,,,none,,,,,téléchargement de script bloqué,,no_message,,,,,0,0,61,9,6,2025-05-26 09:05:00,0,normal,['téléchargement de script bloqué'],normal
2025-05-26 09:06:56,7,-1,0,83,,pc-fatima,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,malware_detected,,unknown_url,,unknown_agent,,,,none,rapport_conformite_rgpd.pdf,,,,,,no_message,quarantine,,,,0,0,61,9,6,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:07:03,2,-1,0,143,,,,,,192.168.1.44,14420.0,209.85.231.108,443.0,0.0.0.0,,,tcp,allow,,,,web,allow-https,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,2085,3493,18,9,7,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:07:10,5,-1,0,117,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.142,,,,,,,,,,,,http://192.168.100.5/api/v1/token,get,unknown_agent,,,,none,,,,,scan de port détecté,,no_message,,,,,0,0,61,9,7,2025-05-26 09:05:00,0,normal,['scan de port détecté'],normal
2025-05-26 09:07:21,2,-1,0,143,,,,,,192.168.1.87,45704.0,185.107.56.253,6667.0,0.0.0.0,,,tcp,allow,,,,malware,allow-irc,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,693,4516,24,9,7,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:07:23,1,-1,0,30,,pc-samar,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,dns,,medium,allowed,accessdenied,,,,suspicious powershell activity,unknown_url,,unknown_agent,,,,C:\Program Files\Mozilla Firefox\firefox.exe,,explorer.exe,services.exe,,,,no_message,,,,,0,0,61,9,7,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:07:36,4,-1,0,3,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_untagged,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,consultation d’un email avec pièce jointe malveillante,,no_message,,,,,0,0,61,9,7,2025-05-26 09:05:00,0,normal,['consultation d’un email avec pièce jointe malveillante'],normal
2025-05-26 09:07:45,2,-1,0,143,,,,,,192.168.1.63,15050.0,18.184.0.0,1720.0,0.0.0.0,,,tcp,allow,,,,voip,allow-h323,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,145,154,14,9,7,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:07:54,0,4729,0,73,seenabledelegationprivilege,,um6p-admin04,,,0.0.0.0,-1.0,0.0.0.0,-1.0,192.168.254.254,,,,,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,network share accessed,,no_message,,,,,0,0,61,9,7,2025-05-26 09:05:00,0,normal,['network share accessed'],normal
2025-05-26 09:07:59,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Neighbor 192.168.10.121 on GigabitEthernet0/2 went down,,ospf,neighbor_change,um6p,0,0,61,9,7,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:08:02,7,-1,0,100,,pc-najwa,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,phishing_link,,unknown_url,,unknown_agent,,,,none,presentation_cyberattaque.pptx,,,,,,no_message,urlaccess,,,,0,0,61,9,8,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:08:17,3,-1,0,102,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,user_disabled,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,user noura.salem account disabled,,no_message,,,,,0,0,61,9,8,2025-05-26 09:05:00,0,normal,['user noura.salem account disabled'],normal
2025-05-26 09:08:41,4,-1,0,141,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_encrypted,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,envoi d’un email de validation pour action urgente,,no_message,,,,,0,0,61,9,8,2025-05-26 09:05:00,0,normal,['envoi d’un email de validation pour action urgente'],normal
2025-05-26 09:08:45,5,-1,0,149,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.92,,,,,,,,,,,,http://192.168.100.5/api/v1/token,post,unknown_agent,,,,none,,,,,téléchargement de script bloqué,,no_message,,,,,0,0,61,9,8,2025-05-26 09:05:00,0,normal,['téléchargement de script bloqué'],normal
2025-05-26 09:08:50,7,-1,0,148,,pc-jamal,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,suspicious,,unknown_url,,unknown_agent,,,,none,fichier_backup_reseau.sql,,,,,,no_message,urlaccess,,,,0,0,61,9,8,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:08:51,4,-1,0,47,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_released_from_quarantine,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,suppression d’un email suspect signalé par fw,,no_message,,,,,0,0,61,9,8,2025-05-26 09:05:00,0,normal,['suppression d’un email suspect signalé par fw'],normal
2025-05-26 09:08:53,2,-1,0,143,,,,,,192.168.1.43,35992.0,102.132.97.0,80.0,0.0.0.0,,,tcp,allow,,,,web,allow-http,,,unknown_url,,"""ZoomClient/5.11.3.4564 (Mac OS X)""",,,,none,,,,,,,no_message,,,,,1680,6380,15,9,8,2025-05-26 09:05:00,0,normal,[],normal
2025-05-26 09:09:09,3,-1,0,131,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,session_terminated,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,session terminated for user sara.abdelkarim,,no_message,,,,,0,0,61,9,9,2025-05-26 09:05:00,0,normal,['session terminated for user sara.abdelkarim'],normal
