timestamp,user,action,description,protocol,url,method,source_ip,dest_ip,dest_domain,client_ip,source_port,dest_port,severity,host,rule_name,app,category,bytes_sent,bytes_received,threat_id,user_agent,eventid,workstation,privilege,object,accessmask,target,status,reason,process,parentprocess,fileaccessed,alert,machine,os,details,resource,location,facility,code,message,event,file,verdict,log_type,domain
2025-05-26T09:08:53,,allow,,tcp,,,192.168.1.43,102.132.97.0,,,35992,80,,,Allow-HTTP,http,web,1680,6380,,"""ZoomClient/5.11.3.4564 (Mac OS X)""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:09:12,,allow,,udp,,,192.168.1.28,151.101.1.69,,,53474,1701,,,Allow-L2TP,l2tp,vpn,6307,6727,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:10:12,,allow,,udp,,,192.168.1.42,172.64.32.132,,,6451,1194,,,Allow-OpenVPN,openvpn,vpn,2588,3630,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:10:36,,allow,,udp,,,192.168.1.59,8.8.8.8,,,60284,123,,,Allow-NTP,ntp,network-services,7710,7393,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:11:40,,allow,,tcp,,,192.168.1.98,198.51.100.77,,,50748,1521,,,Allow-Oracle-DB,oracle-db,database,1529,8635,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:11:54,,allow,,udp,,,192.168.1.57,147.253.224.2,,,9542,514,,,Allow-Syslog,syslog,network-services,2536,2052,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:12:02,,allow,,tcp,,,192.168.1.16,20.81.111.85,,,26964,31337,,,Allow-BackOrifice,back-orifice,malware,8461,6042,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:12:39,,allow,,tcp,,,192.168.1.22,13.224.0.0,,,49616,143,,,Allow-IMAP,imap,email,3055,7440,,"""facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:12:47,,allow,,tcp,,,192.168.1.73,40.76.4.15,,,15146,6379,,,Allow-Redis,redis,database,1901,642,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:12:48,,allow,,tcp,,,192.168.1.17,139.59.196.186,,,8163,1521,,,Allow-Oracle-DB,oracle-db,database,8623,7489,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:13:04,,allow,,tcp,,,192.168.1.42,52.95.245.0,,,40871,990,,,Allow-FTPS-Control,ftps-control,file-transfer,8891,3098,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:13:15,,allow,,tcp,,,192.168.1.99,149.154.167.50,,,33491,3128,,,Allow-HTTP-Proxy,http-proxy,remote-access,6405,5687,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:14:51,,allow,,tcp,,,192.168.1.69,54.37.0.1,,,55316,3128,,,Allow-HTTP-Proxy,http-proxy,remote-access,1610,3443,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:15:10,,allow,,tcp,,,192.168.1.44,172.217.22.14,,,12379,3306,,,Allow-MySQL,mysql,database,8239,4863,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:15:46,,allow,,udp,,,192.168.1.51,178.62.1.1,,,58282,4500,,,Allow-NAT-T,nat-t,vpn,8333,7694,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:16:28,,allow,,udp,,,192.168.1.51,178.62.1.1,,,56582,161,,,Allow-SNMP,snmp,network-services,7814,8478,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:16:48,,allow,,tcp,,,192.168.1.66,185.60.216.35,,,4443,3389,,,Allow-RDP,rdp,remote-access,5496,6342,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:17:00,,allow,,tcp,,,192.168.1.76,52.95.245.0,,,24597,3128,,,Allow-HTTP-Proxy,http-proxy,remote-access,4672,6135,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:17:00,,allow,,tcp,,,192.168.1.17,8.8.8.8,,,46017,3389,,,Allow-RDP,rdp,remote-access,8274,7832,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:17:24,,allow,,tcp,,,192.168.1.76,147.253.224.2,,,11590,6667,,,Allow-IRC,irc,malware,1097,701,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:17:53,,allow,,tcp,,,192.168.1.29,104.210.2.201,,,8155,21,,,Allow-FTP-Control,ftp-control,file-transfer,2318,4455,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:17:58,,allow,,tcp,,,192.168.1.68,198.51.100.200,,,22350,143,,,Allow-IMAP,imap,email,6270,4309,,"""PostmanRuntime/7.32.2""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:18:00,,allow,,udp,https://ph1sh-now-login.com/login,,192.168.1.27,,ph1sh-now-login.com,,43204,4500,,,Allow-NAT-T,nat-t,vpn,7529,7042,39885.0,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:18:09,,allow,,tcp,,,192.168.1.75,104.16.132.229,,,50760,20,,,Allow-FTP-Data,ftp-data,file-transfer,8556,4430,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:18:20,,allow,,udp,,,192.168.1.82,209.85.231.108,,,57539,7,,,Allow-Echo,echo,network-services,1387,632,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:18:25,,allow,,tcp,,,192.168.1.77,178.62.1.1,,,5172,80,,,Allow-HTTP,http,web,4753,5609,,"""Teams/1416.1.0.0 (Mac OS X)""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:18:33,,allow,,udp,,,192.168.1.32,15.230.0.0,,,58665,162,,,Allow-SNMP-Trap,snmp-trap,network-services,1416,2212,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:18:59,,allow,,tcp,,,192.168.1.43,104.21.64.45,,,63623,88,,,Allow-Kerberos,kerberos,directory-auth,3634,5930,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:19:08,,allow,,tcp,,,192.168.1.73,13.224.0.0,,,40857,993,,,Allow-IMAPS,imaps,email,156,7384,,"""Outlook/16.0 (Windows NT 10.0; Win64; x64)""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:19:12,,allow,,tcp,,,192.168.1.23,3.5.140.0,,,12241,990,,,Allow-FTPS-Control,ftps-control,file-transfer,5945,6966,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:19:15,,allow,,tcp,,,192.168.1.61,8.8.8.8,,,12333,993,,,Allow-IMAPS,imaps,email,2062,6872,,"""ZoomClient/5.11.3.4564 (Mac OS X)""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:19:24,,allow,,tcp,,,192.168.1.54,52.95.245.0,,,26779,5000,,,Allow-Flask-API,flask-api,cloud,2464,5424,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:19:30,,allow,,tcp,,,192.168.1.27,203.0.113.99,,,9664,443,,,Allow-HTTPS,https,web,1960,5958,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:19:36,,allow,,tcp,,,192.168.1.83,93.184.216.34,,,34552,1433,,,Allow-MS-SQL,mssql,database,8732,7049,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:19:50,,allow,,udp,,,192.168.1.81,52.95.245.0,,,43250,514,,,Allow-Syslog,syslog,network-services,3974,6745,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:20:16,,allow,,udp,,,192.168.1.92,13.224.0.0,,,57962,10000,,,Allow-Media,media,voip,1667,7549,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:20:30,,allow,,tcp,,,192.168.1.14,172.217.16.206,,,37058,1720,,,Allow-H323,h323,voip,6975,6425,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:20:48,,allow,,tcp,,,192.168.1.31,31.13.71.36,,,63240,9200,,,Allow-Elasticsearch,elasticsearch,cloud,6733,462,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:20:50,,allow,,tcp,,,192.168.1.42,206.189.0.1,,,9640,5061,,,Allow-SIP-TLS,sip-tls,voip,8401,5527,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:20:58,,allow,,tcp,,,192.168.1.25,142.250.64.78,,,36632,5601,,,Allow-Kibana,kibana,cloud,1815,5893,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:21:07,,allow,,tcp,,,192.168.1.48,198.51.100.200,,,11278,54321,,,Allow-MiscExploit,misc-exploit,malware,7503,5962,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:21:12,,allow,,udp,,,192.168.1.48,18.184.0.0,,,44346,53,,,Allow-DNS,dns,dns,7608,4445,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:21:36,,allow,,tcp,,,192.168.1.79,188.166.0.1,,,35959,636,,,Allow-LDAPS,ldaps,directory-auth,6927,2107,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:21:40,,allow,,tcp,,,192.168.1.21,37.252.14.66,,,43667,5601,,,Allow-Kibana,kibana,cloud,3556,6681,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:22:30,,allow,,tcp,,,192.168.1.79,23.23.23.23,,,38180,143,,,Allow-IMAP,imap,email,1077,8868,,"""PostmanRuntime/7.32.2""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:23:07,,allow,,udp,,,192.168.1.99,5.196.0.1,,,31984,10000,,,Allow-Media,media,voip,5034,7163,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:23:20,,allow,,tcp,,,192.168.1.96,104.198.14.52,,,23745,20,,,Allow-FTP-Data,ftp-data,file-transfer,1695,6806,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:23:20,,allow,,tcp,,,192.168.1.37,52.95.245.0,,,23778,8086,,,Allow-InfluxDB,influxdb,cloud,4931,2526,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:23:46,,allow,,tcp,,,192.168.1.63,198.51.100.77,,,57666,1720,,,Allow-H323,h323,voip,3948,7349,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:24:42,,allow,,udp,,,192.168.1.79,203.0.113.45,,,63124,5060,,,Allow-SIP,sip,voip,8311,3437,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:25:00,,allow,,tcp,,,192.168.1.80,8.8.4.4,,,17285,22,,,Allow-SSH,ssh,file-transfer,743,907,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:25:05,,allow,,tcp,,,192.168.1.52,64.233.186.27,,,43293,5432,,,Allow-PostgreSQL,postgresql,database,7369,1870,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:26:00,,allow,,tcp,,,192.168.1.40,147.253.224.2,,,52175,3268,,,Allow-Global-Catalog,global-catalog,directory-auth,8417,4228,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:26:15,,allow,,tcp,https://malicious-updates.net/login,,192.168.1.34,,malicious-updates.net,,5069,88,,,Allow-Kerberos,kerberos,directory-auth,1832,5982,37701.0,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:27:04,,allow,,tcp,,,192.168.1.91,139.59.196.186,,,41258,12345,,,Allow-NetBus,netbus,malware,5460,8467,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:27:15,,allow,,tcp,,,192.168.1.74,172.217.22.14,,,57381,88,,,Allow-Kerberos,kerberos,directory-auth,6377,1375,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:27:20,,allow,,tcp,,,192.168.1.35,209.85.231.108,,,22377,6379,,,Allow-Redis,redis,database,5107,8387,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:27:36,,allow,,tcp,,,192.168.1.12,64.233.186.27,,,11333,6379,,,Allow-Redis,redis,database,876,452,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:27:44,,allow,,tcp,,,192.168.1.41,51.254.0.1,,,7123,115,,,Allow-SFTP-Old,sftp-old,file-transfer,3953,8355,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:28:24,,allow,,tcp,,,192.168.1.53,147.253.224.2,,,40455,6379,,,Allow-Redis,redis,database,3668,4522,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:28:58,,allow,,udp,,,192.168.1.99,104.21.64.45,,,49338,53,,,Allow-DNS,dns,dns,7180,186,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:30:18,,allow,,tcp,,,192.168.1.85,3.5.140.0,,,54046,8086,,,Allow-InfluxDB,influxdb,cloud,3451,7903,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:31:00,,allow,,udp,,,192.168.1.92,140.82.114.3,,,9648,162,,,Allow-SNMP-Trap,snmp-trap,network-services,1059,1484,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:31:12,,allow,,udp,,,192.168.1.41,1.1.1.1,,,18524,500,,,Allow-IKE,ike,vpn,7282,4983,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:31:48,,allow,,tcp,,,192.168.1.63,192.30.255.113,,,28331,1433,,,Allow-MS-SQL,mssql,database,7281,5005,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:32:32,,allow,,tcp,,,192.168.1.98,64.233.186.27,,,60226,2222,,,Allow-Alt-SSH,alt-ssh,remote-access,5072,7023,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:32:36,,allow,,udp,,,192.168.1.10,18.184.0.0,,,52808,123,,,Allow-NTP,ntp,network-services,2730,8407,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:32:48,,allow,,tcp,,,192.168.1.39,104.21.64.45,,,36623,636,,,Allow-LDAPS,ldaps,directory-auth,3227,4176,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:33:00,,allow,,udp,,,192.168.1.94,104.210.2.201,,,15651,7,,,Allow-Echo,echo,network-services,2535,1915,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:33:44,,allow,,tcp,,,192.168.1.61,64.233.186.27,,,32860,2222,,,Allow-Alt-SSH,alt-ssh,remote-access,6047,1055,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:34:00,,allow,,tcp,https://login-verification.site/login,,192.168.1.74,,login-verification.site,,51821,21,,,Allow-FTP-Control,ftp-control,file-transfer,4277,1857,28569.0,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:34:00,,allow,,tcp,,,192.168.1.50,209.85.231.108,,,64564,2375,,,Allow-Docker-API,docker-api,cloud,8005,7219,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:34:18,,allow,,udp,,,192.168.1.69,20.81.111.85,,,14574,162,,,Allow-SNMP-Trap,snmp-trap,network-services,4923,4013,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:34:24,,allow,,udp,,,192.168.1.71,13.107.246.10,,,47325,7,,,Allow-Echo,echo,network-services,6638,4888,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:34:28,,allow,,tcp,,,192.168.1.64,45.33.32.156,,,54397,3306,,,Allow-MySQL,mysql,database,3887,1580,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:34:30,,allow,,tcp,,,192.168.1.37,8.8.8.8,,,25167,2222,,,Allow-Alt-SSH,alt-ssh,remote-access,2047,8544,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:35:00,,allow,,udp,,,192.168.1.50,74.125.140.109,,,52026,10000,,,Allow-Media,media,voip,6759,2891,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:35:15,,allow,,tcp,,,192.168.1.30,1.1.1.1,,,21558,5900,,,Allow-VNC,vnc,remote-access,4377,2361,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:35:24,,allow,,tcp,,,192.168.1.16,37.252.14.66,,,29466,27017,,,Allow-MongoDB,mongodb,database,5294,5564,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:36:54,,allow,,udp,,,192.168.1.50,206.189.0.1,,,45058,500,,,Allow-IKE,ike,vpn,8073,2137,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:37:06,,allow,,tcp,,,192.168.1.11,104.210.2.201,,,57028,1521,,,Allow-Oracle-DB,oracle-db,database,8483,2912,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:37:15,,allow,,tcp,,,192.168.1.72,20.81.111.85,,,48615,54321,,,Allow-MiscExploit,misc-exploit,malware,8034,3100,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:37:36,,allow,,tcp,,,192.168.1.25,178.62.1.1,,,51108,587,,,Allow-SMTP-Sub,smtp-submission,email,8526,4141,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:37:46,,allow,,tcp,,,192.168.1.61,198.51.100.77,,,33735,5432,,,Allow-PostgreSQL,postgresql,database,3435,4224,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:37:55,,allow,,tcp,,,192.168.1.56,172.217.22.14,,,31924,2375,,,Allow-Docker-API,docker-api,cloud,6952,3111,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:38:15,,allow,,udp,,,192.168.1.49,54.37.0.1,,,64955,53,,,Allow-DNS,dns,dns,338,5285,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:38:42,,allow,,tcp,,,192.168.1.60,13.107.246.10,,,1508,6379,,,Allow-Redis,redis,database,675,6413,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:38:51,,allow,,tcp,,,192.168.1.52,157.240.1.35,,,33246,3306,,,Allow-MySQL,mysql,database,4083,2840,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:39:06,,allow,,tcp,,,192.168.1.82,,office365-checkin.info,,37653,54321,,,Allow-MiscExploit,misc-exploit,malware,4267,1418,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:39:44,,allow,,tcp,,,192.168.1.25,64.233.186.27,,,49608,8080,,,Allow-HTTP-Alt,http-alt,web,2504,2731,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:40:15,,allow,,udp,,,192.168.1.45,198.244.112.0,,,38158,1194,,,Allow-OpenVPN,openvpn,vpn,4823,3003,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:40:18,,allow,,tcp,,,192.168.1.26,185.199.110.153,,,58482,5601,,,Allow-Kibana,kibana,cloud,4050,801,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:40:19,,allow,,tcp,,,192.168.1.74,104.244.42.1,,,15940,5900,,,Allow-VNC,vnc,remote-access,6228,6317,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:40:32,,allow,,tcp,,,192.168.1.19,3.5.140.0,,,6092,587,,,Allow-SMTP-Sub,smtp-submission,email,4770,3850,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:40:48,,allow,,udp,,,192.168.1.60,206.189.0.1,,,58245,161,,,Allow-SNMP,snmp,network-services,6645,8217,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:41:18,,allow,,tcp,,,192.168.1.40,1.1.1.1,,,9827,6667,,,Allow-IRC,irc,malware,8384,4886,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:41:48,,allow,,tcp,,,192.168.1.18,104.17.175.85,,,15650,989,,,Allow-FTPS-Data,ftps-data,file-transfer,1894,2408,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:42:00,,allow,,udp,,,192.168.1.14,8.8.4.4,,,33443,520,,,Allow-RIP,rip,network-services,2496,7404,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:42:21,,allow,,udp,,,192.168.1.81,185.107.56.253,,,10097,5060,,,Allow-SIP,sip,voip,5069,591,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:42:30,,allow,,tcp,,,192.168.1.11,157.240.1.35,,,20593,1521,,,Allow-Oracle-DB,oracle-db,database,6361,8235,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:42:36,,allow,,tcp,,,192.168.1.93,18.184.0.0,,,4674,1521,,,Allow-Oracle-DB,oracle-db,database,6840,6990,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:43:12,,allow,,tcp,,,192.168.1.20,104.17.175.85,,,20735,110,,,Allow-POP3,pop3,email,4120,5210,,"""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/115.0""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:43:31,,allow,,udp,,,192.168.1.78,203.0.113.99,,,53472,1701,,,Allow-L2TP,l2tp,vpn,1536,7395,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:43:44,,allow,,tcp,,,192.168.1.94,40.90.142.60,,,64260,5900,,,Allow-VNC,vnc,remote-access,4428,497,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:44:20,,allow,,tcp,,,192.168.1.24,198.51.100.77,,,37038,21,,,Allow-FTP-Control,ftp-control,file-transfer,8105,1988,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:44:48,,allow,,tcp,,,192.168.1.42,192.30.255.113,,,57203,1720,,,Allow-H323,h323,voip,4054,778,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:46:24,,allow,,tcp,,,192.168.1.34,37.252.14.66,,,26020,993,,,Allow-IMAPS,imaps,email,3565,3358,,"""Wget/1.21.1 (linux-gnu)""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26T09:46:56,,allow,,udp,,,192.168.1.44,,office365-checkin.info,,21784,514,,,Allow-Syslog,syslog,network-services,2030,7281,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
