timestamp,user,action,description,protocol,url,method,source_ip,dest_ip,dest_domain,client_ip,source_port,dest_port,severity,host,rule_name,app,category,bytes_sent,bytes_received,threat_id,user_agent,eventid,workstation,privilege,object,accessmask,target,status,reason,process,parentprocess,fileaccessed,alert,machine,os,details,resource,location,facility,code,message,event,file,verdict,log_type,domain
2025-05-26 09:02:05,salwa.hamdi,UNAUTHORIZED_ACCESS_ATTEMPT,Signalement d’un phishing à l’équipe sécurité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:02:08,,allow,,tcp,,,192.168.1.26,13.224.0.0,,,15423.0,6379.0,,,Allow-Redis,redis,database,3469.0,5155.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:02:09,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,DHCPD,ADDRESS_ASSIGN,Assigned IP 192.168.10.114 to MAC 00:1A:2B:3C:4D:17 on FastEthernet0/1,,,,router,
2025-05-26 09:02:15,,allow,,tcp,,,192.168.1.31,5.196.0.1,,,48361.0,990.0,,,Allow-FTPS-Control,ftps-control,file-transfer,8913.0,8729.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:02:20,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,DHCPD,EXPIRE,Lease expired for IP 192.168.10.111 on GigabitEthernet0/0,,,,router,
2025-05-26 09:02:23,joud.nasser,,,,,,,,,,,,,PC-Reem,,,,,,,,,,,,,,,,,,,,,,,,,,,,DNSRequest,document_validation_projet.pdf,Malware_Detected,siem,
2025-05-26 09:02:30,siham.faraj,mfa_challenge,MFA challenge triggered for user siham.faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iam,
2025-05-26 09:02:34,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,ROUTING,UPDATE,Route to 192.168.10.0/24 via 192.168.10.111 removed,,,,router,
2025-05-26 09:02:39,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,ROUTING,RT_FAIL,"Routing failed to reach 192.168.10.106 via 10.0.0.1, dropping packet",,,,router,
2025-05-26 09:02:45,,allow,,tcp,,,192.168.1.28,69.63.176.13,,,18888.0,12345.0,,,Allow-NetBus,netbus,malware,4922.0,6704.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:03:03,alaa.salem,,Connexion rapide et répétée au même endpoint,,http://helpdesk.um6p.ma/reset-password,GET,,,,10.10.12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,helpdesk.um6p.ma
2025-05-26 09:03:19,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,SYS,STARTUP,System booted successfully,,,,router,
2025-05-26 09:03:30,,allow,,tcp,,,192.168.1.62,147.253.224.2,,,25087.0,5900.0,,,Allow-VNC,vnc,remote-access,6628.0,7763.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:03:33,fatma.ismail,session_terminated,Session terminated for user fatma.ismail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iam,
2025-05-26 09:03:38,nader.alsalem,,,,,,,,,,,,,PC-Marwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,LogReview,notes_reunion_um6p.docx,Phishing_Link,siem,
2025-05-26 09:03:48,wael.abdulrahim,,,,,,,,,,,,,PC-Mohsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,Login,budget_IT_urgent.xlsx,Suspicious,siem,
2025-05-26 09:03:51,hamza.karim,,VPN connection established,,,,,,,192.168.9.9,,,,,,,,,,,,4647.0,UM6P-DESK03,,,,,,,,,,,,,,,,,,,,,,ad,
2025-05-26 09:04:00,,allow,,tcp,,,192.168.1.46,15.230.0.0,,,52945.0,636.0,,,Allow-LDAPS,ldaps,directory-auth,8000.0,2381.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:04:10,,allow,,tcp,,,192.168.1.28,31.13.71.36,,,14133.0,646.0,,,Allow-LDP,ldp,remote-access,7674.0,2954.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:04:12,,allow,,tcp,,,192.168.1.52,8.8.8.8,,,15249.0,80.0,,,Allow-HTTP,http,web,1072.0,869.0,,"""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/115.0""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:04:20,fadi.kassem,ACCOUNT_REACTIVATED,Envoi d’un email au support informatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:04:28,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,LINK,UPDOWN,"Interface GigabitEthernet0/0, changed state to up",,,,router,
2025-05-26 09:04:28,zahra.mahdi,EMAIL_SEARCH,Téléchargement d’un fichier CSV utilisateur: Recherche 'Contact support sécurité',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:04:30,basim.zahran,SECURITY_ALERT_ACKNOWLEDGED,Réception d’un email avec instructions de déploiement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:04:30,,allow,,udp,,,192.168.1.30,52.239.148.88,,,18678.0,1701.0,,,Allow-L2TP,l2tp,vpn,5545.0,7409.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:04:39,,allow,,tcp,,,192.168.1.66,206.189.0.1,,,33102.0,990.0,,,Allow-FTPS-Control,ftps-control,file-transfer,2585.0,3068.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:04:39,mohamed.hassan,,"Bloqué, domaine inconnu",,http://suspicious-mirror.com/download.exe,POST,,,,10.10.12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,suspicious-mirror.com
2025-05-26 09:04:49,yasin.abdelrahman,EMAIL_RULE_CREATED,Téléchargement d’un rapport de vulnérabilité réseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:05:02,nidaa.farouk,EMAIL_FORWARDED_EXTERNAL,Multiples connexions simultanées détectées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:05:06,bilal.jaber,access_denied,Access denied to jira_projects for user bilal.jaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jira_projects,,,,,,,,iam,
2025-05-26 09:05:10,habib.mahfouz,,Trafic inhabituel détecté,,http://helpdesk.um6p.ma/reset-password,GET,,,,10.10.12.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,helpdesk.um6p.ma
2025-05-26 09:05:12,,allow,,udp,,,192.168.1.58,172.217.22.14,,,9067.0,161.0,,,Allow-SNMP,snmp,network-services,4484.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:05:13,thamer.najjar,,,,,,,,,,,,,PC-Yasmeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,CorrelationLog,document_veille_technologique.pdf,Benign,siem,
2025-05-26 09:05:34,rashid.nour,UPLOAD_ATTACHMENT,Tentative d’accès à un email protégé par MFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:05:45,yara.khaled,SECURITY_ALERT_ACKNOWLEDGED,Accès à la messagerie via VPN sécurisé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:05:48,farouk.karim,,Configuration file modified,,,,,,,10.5.6.7,,,,,,,,,,,,4733.0,UM6P-FIN02,,,,HelpDesk,,,,,,,,,,,,,,,,,,ad,
2025-05-26 09:05:55,hafsa.mansur,,,HTTP,,,,,,,,,Low,PC-Salma,,,,,,,,,,,,,,Allowed,UserRequest,explorer.exe,cmd.exe,C:\Windows\System32\cmd.exe,Unauthorized Access Attempt,,,,,,,,,,,,edr,
2025-05-26 09:05:59,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,ROUTING,UPDATE,Route to 192.168.10.0/24 via 192.168.10.125 removed,,,,router,
2025-05-26 09:06:18,rami.salim,access_request,User rami.salim requested access to user_roles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_roles,,,,,,,,iam,
2025-05-26 09:06:25,,allow,,tcp,,,192.168.1.94,23.23.23.23,,,7605.0,8443.0,,,Allow-HTTPS-Alt,https-alt,web,8428.0,5047.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:06:54,karim.faraj,,Téléchargement de script bloqué,,http://iot.um6p.ma/devices/status,POST,,,,10.10.12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,iot.um6p.ma
2025-05-26 09:06:56,muhannad.almasri,,,,,,,,,,,,,PC-Fatima,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quarantine,rapport_conformite_rgpd.pdf,Malware_Detected,siem,
2025-05-26 09:07:03,,allow,,tcp,,,192.168.1.44,209.85.231.108,,,14420.0,443.0,,,Allow-HTTPS,https,web,2085.0,3493.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:07:10,rima.bashir,,Scan de port détecté,,http://192.168.100.5/api/v1/token,GET,,,,10.10.12.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,
2025-05-26 09:07:21,,allow,,tcp,,,192.168.1.87,185.107.56.253,,,45704.0,6667.0,,,Allow-IRC,irc,malware,693.0,4516.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:07:23,fatima.alami,,,DNS,,,,,,,,,Medium,PC-Samar,,,,,,,,,,,,,,Allowed,AccessDenied,explorer.exe,services.exe,C:\Program Files\Mozilla Firefox\firefox.exe,Suspicious PowerShell Activity,,,,,,,,,,,,edr,
2025-05-26 09:07:36,ahmed.alhaj,EMAIL_UNTAGGED,Consultation d’un email avec pièce jointe malveillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:07:45,,allow,,tcp,,,192.168.1.63,18.184.0.0,,,15050.0,1720.0,,,Allow-H323,h323,voip,145.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:07:54,manar.halabi,,Network share accessed,,,,,,,192.168.254.254,,,,,,,,,,,,4729.0,UM6P-ADMIN04,SeEnableDelegationPrivilege,,,,,,,,,,,,,,,,,,,,,ad,
2025-05-26 09:07:59,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,OSPF,NEIGHBOR_CHANGE,Neighbor 192.168.10.121 on GigabitEthernet0/2 went down,,,,router,
2025-05-26 09:08:02,noura.abdul,,,,,,,,,,,,,PC-Najwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,URLAccess,presentation_cyberattaque.pptx,Phishing_Link,siem,
2025-05-26 09:08:17,noura.salem,user_disabled,User noura.salem account disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iam,
2025-05-26 09:08:41,tariq.mansour,EMAIL_ENCRYPTED,Envoi d’un email de validation pour action urgente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:08:45,yasir.abdullah,,Téléchargement de script bloqué,,http://192.168.100.5/api/v1/token,POST,,,,10.10.12.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,
2025-05-26 09:08:50,yasin.abdelrahman,,,,,,,,,,,,,PC-Jamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,URLAccess,fichier_backup_reseau.sql,Suspicious,siem,
2025-05-26 09:08:51,ibrahim.hamed,EMAIL_RELEASED_FROM_QUARANTINE,Suppression d’un email suspect signalé par FW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:08:53,,allow,,tcp,,,192.168.1.43,102.132.97.0,,,35992.0,80.0,,,Allow-HTTP,http,web,1680.0,6380.0,,"""ZoomClient/5.11.3.4564 (Mac OS X)""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:09:09,sara.abdelkarim,session_terminated,Session terminated for user sara.abdelkarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iam,
2025-05-26 09:09:12,,allow,,udp,,,192.168.1.28,151.101.1.69,,,53474.0,1701.0,,,Allow-L2TP,l2tp,vpn,6307.0,6727.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:09:19,reem.ali,,Tentative d'accès externe non autorisé,,http://finance.um6p.ma/reports/q2,POST,,,,10.10.12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,finance.um6p.ma
2025-05-26 09:09:41,samira.karim,,,,,,,,,,,,,PC-Hazem,,,,,,,,,,,,,,,,,,,,,,,,,,,,CorrelationLog,archive_emails_2024.pst,Phishing_Link,siem,
2025-05-26 09:09:42,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,SYS,RELOAD,Reload requested by netadmin,,,,router,
2025-05-26 09:09:43,hibah.yusuf,,,HTTP,,,,,,,,,Medium,PC-Firas,,,,,,,,,,,,,,Success,UserRequest,chrome.exe,services.exe,C:\Users\hibah\Pictures\family.jpg,Suspicious PowerShell Activity,,,,,,,,,,,,edr,
2025-05-26 09:09:56,tarek.bahaa,access_granted,Access granted to ci_cd_pipeline for user tarek.bahaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ci_cd_pipeline,,,,,,,,iam,
2025-05-26 09:10:12,,allow,,udp,,,192.168.1.42,172.64.32.132,,,6451.0,1194.0,,,Allow-OpenVPN,openvpn,vpn,2588.0,3630.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:10:13,bilal.jaber,,User logged off,,,,,,,192.168.60.61,,,,,,,,,,,,4726.0,UM6P-ADMIN04,,,,,,,,,,,,,,,,,,,,,,ad,
2025-05-26 09:10:24,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,LINEPROTO,UPDOWN,"Line protocol on Interface FastEthernet0/0, changed state to up",,,,router,
2025-05-26 09:10:36,,allow,,udp,,,192.168.1.59,8.8.8.8,,,60284.0,123.0,,,Allow-NTP,ntp,network-services,7710.0,7393.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:10:47,aya.zahra,,"Échec accès, utilisateur inconnu",,http://phish-zone.com/intranet,GET,,,,10.10.12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,phish-zone.com
2025-05-26 09:11:02,yara.khaled,SECURITY_QUESTION_CHANGED,Suppression d’un email confidentiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:11:23,omar.hakim,,Activité suspecte sur poste utilisateur,,http://vpn-service.um6p.ma/login,GET,,,,10.10.12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,vpn-service.um6p.ma
2025-05-26 09:11:24,hafsa.mansur,policy_violation_detected,Policy violation detected for user hafsa.mansur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iam,
2025-05-26 09:11:26,yasmeen.salim,,,,,,,,,,,,,PC-Abdulrahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,URLAccess,document_veille_technologique.pdf,Suspicious,siem,
2025-05-26 09:11:35,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,ROUTING,UPDATE,Route to 192.168.10.0/24 via 192.168.10.100 added,,,,router,
2025-05-26 09:11:40,,allow,,tcp,,,192.168.1.98,198.51.100.77,,,50748.0,1521.0,,,Allow-Oracle-DB,oracle-db,database,1529.0,8635.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:11:54,,allow,,udp,,,192.168.1.57,147.253.224.2,,,9542.0,514.0,,,Allow-Syslog,syslog,network-services,2536.0,2052.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:12:02,,allow,,tcp,,,192.168.1.16,20.81.111.85,,,26964.0,31337.0,,,Allow-BackOrifice,back-orifice,malware,8461.0,6042.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:12:04,dina.rashid,LOGIN_SUCCESS,Transfert d’un email à un client externe: IP 10.10.12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:12:05,ali.mostafa,,"Fichier téléchargé analysé, pas de menace",,http://10.10.12.45/login.html,GET,,,,10.10.12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,
2025-05-26 09:12:18,rashid.nour,,,SMB,,,,,,,,,Low,PC-Amina,,,,,,,,,,,,,,Blocked,LoginFailure,explorer.exe,services.exe,C:\Users\rashid\AppData\Local\Microsoft\Windows\INetCache\IE\malicious.html,Suspicious PowerShell Activity,,,,,,,,,,,,edr,
2025-05-26 09:12:30,ahmed.alsayed,SPAM_FILTER_UPDATED,Lecture d’un email important concernant la réunion UM6P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:12:39,,allow,,tcp,,,192.168.1.22,13.224.0.0,,,49616.0,143.0,,,Allow-IMAP,imap,email,3055.0,7440.0,,"""facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)""",,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:12:47,,allow,,tcp,,,192.168.1.73,40.76.4.15,,,15146.0,6379.0,,,Allow-Redis,redis,database,1901.0,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:12:48,,allow,,tcp,,,192.168.1.17,139.59.196.186,,,8163.0,1521.0,,,Allow-Oracle-DB,oracle-db,database,8623.0,7489.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:12:56,adil.azzam,resource_unshared,User adil.azzam stopped sharing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iam,
2025-05-26 09:13:03,shatha.abdallah,ACCOUNT_SUSPENDED,Partage d’un document critique via lien sécurisé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:13:04,,allow,,tcp,,,192.168.1.42,52.95.245.0,,,40871.0,990.0,,,Allow-FTPS-Control,ftps-control,file-transfer,8891.0,3098.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:13:08,fatima.alami,MARK_SPAM,Lecture d’un email interne confidentiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:13:13,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,ROUTING,UPDATE,Route to 192.168.10.0/24 via 192.168.10.118 added,,,,router,
2025-05-26 09:13:15,,allow,,tcp,,,192.168.1.99,149.154.167.50,,,33491.0,3128.0,,,Allow-HTTP-Proxy,http-proxy,remote-access,6405.0,5687.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:13:22,laila.badran,,,,,,,,,,,,,PC-Zaina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Login,archive_donnees_clients_2024.zip,Benign,siem,
2025-05-26 09:13:28,mohamed.hassan,EMAIL_FLAGGED,Consultation d’un email de support technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:13:41,omar.salem,,,,,,,,,,,,,PC-Muna,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScriptExecution,plan_controle_acces.xlsx,Benign,siem,
2025-05-26 09:13:50,zayd.abdelrahim,SECURITY_QUESTION_SET,Téléchargement d’une archive mail pour archivage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:13:51,karim.faraj,mfa_fail,MFA verification failed for user karim.faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iam,
2025-05-26 09:13:54,ghassan.sharif,,Connexion sans User-Agent détectée,,http://temp-mail.org/inbox,POST,,,,10.10.12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,temp-mail.org
2025-05-26 09:14:06,adil.azzam,,Two-factor authentication disabled,,,,,,,10.15.16.17,,,,,,,,,,,,4904.0,UM6P-GUEST03,,,,,,,,,,,,,,,,,,,,,,ad,
2025-05-26 09:14:29,mahmoud.najjar,,Requête HTTP non conforme,,http://wiki.um6p.ma/howto/firewall,POST,,,,10.10.12.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proxy,wiki.um6p.ma
2025-05-26 09:14:34,hala.sharif,account_locked,Account for user hala.sharif locked due to suspicious activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iam,
2025-05-26 09:14:38,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,UM6P,LINK,UPDOWN,"Interface GigabitEthernet0/1, changed state to down",,,,router,
2025-05-26 09:14:45,tarik.makki,,,,,,,,,,,,,PC-Yasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,ProcessStart,plan_deploiement_applications.pdf,Suspicious,siem,
2025-05-26 09:14:51,,allow,,tcp,,,192.168.1.69,54.37.0.1,,,55316.0,3128.0,,,Allow-HTTP-Proxy,http-proxy,remote-access,1610.0,3443.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:14:53,amin.ghanim,,,,,,,,,,,,,PC-Dina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alert,dossier_rh_2025.zip,Benign,siem,
2025-05-26 09:15:00,laila.badran,ACCOUNT_UNLOCK,Consultation d’un email avec informations stratégiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:15:09,shatha.abdallah,MULTIPLE_LOGIN_LOCATIONS,Blocage d’un lien malveillant intégré dans un email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail,
2025-05-26 09:15:10,,allow,,tcp,,,192.168.1.44,172.217.22.14,,,12379.0,3306.0,,,Allow-MySQL,mysql,database,8239.0,4863.0,,,,,,,,,,,,,,,,,,,,,,,,,,firewall,
2025-05-26 09:15:14,hibah.yusuf,,,,,,,,,,,,,PC-Khaled,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quarantine,plan_amelioration_processus.docx,Benign,siem,
